Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,First_Name,Last_Name,Team_Norm,Stat_Type,Roster_Index,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Y/G,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Rushing_Y/G,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Avg,Scrimmage_TD
119.0,Joey Labas,Central Michigan,MAC,9.0,78.0,109.0,71.6,1066.0,8.0,7.3,2.0,1.8,9.8,10.42,13.7,118.4,174.3,,joey,labas,central michigan,Passing,5214,,,,,,,,,,,,,,
120.0,Eli Holstein,Pitt,ACC,6.0,74.0,119.0,62.2,1058.0,11.0,9.2,6.0,5.0,8.9,8.47,14.3,176.3,157.3,,eli,holstein,pittsburgh,Passing,2098,,,,,,,,,,,,,,
121.0,Amari Odom,Kennesaw State,CUSA,6.0,74.0,106.0,69.8,1045.0,5.0,4.7,1.0,0.9,9.9,10.38,14.1,174.2,166.3,,amari,odom,kennesaw state,Passing,8132,,,,,,,,,,,,,,
122.0,Gio Lopez,North Carolina,ACC,7.0,99.0,157.0,63.1,1021.0,6.0,3.8,5.0,3.2,6.5,5.83,10.3,145.9,123.9,,gio,lopez,north carolina,Passing,10714,,,,,,,,,,,,,,
123.0,J.J. Kohl,Appalachian State,Sun Belt,5.0,82.0,142.0,57.7,979.0,8.0,5.6,2.0,1.4,6.9,7.39,11.9,195.8,131.4,,j.j.,kohl,appalachian state,Passing,3664,,,,,,,,,,,,,,
124.0,Rickie Collins,Syracuse,ACC,6.0,85.0,156.0,54.5,957.0,6.0,3.8,8.0,5.1,6.1,4.6,11.3,159.5,108.5,,rickie,collins,syracuse,Passing,13373,,,,,,,,,,,,,,
125.0,Mark Gronowski,Iowa,Big Ten,8.0,107.0,165.0,64.8,946.0,4.0,2.4,4.0,2.4,5.7,5.13,8.8,118.3,116.2,,mark,gronowski,iowa,Passing,141,,,,,,,,,,,,,,
126.0,Zane Flores,Oklahoma State,Big 12,6.0,99.0,168.0,58.9,931.0,2.0,1.2,3.0,1.8,5.5,4.98,9.4,155.2,105.8,,zane,flores,oklahoma state,Passing,11534,,,,,,,,,,,,,,
127.0,Grayson James,Boston College,ACC,5.0,71.0,125.0,56.8,908.0,7.0,5.6,5.0,4.0,7.3,6.58,12.8,181.6,128.3,,grayson,james,boston,Passing,4700,,,,,,,,,,,,,,
128.0,D'WanyÃ© Winfield,Louisiana,Sun Belt,8.0,61.0,107.0,57.0,903.0,7.0,6.5,4.0,3.7,8.4,8.07,14.8,112.9,142.0,,d'wanyã©,winfield,louisiana,Passing,8520,,,,,,,,,,,,,,
129.0,Drew Pyne,Bowling Green,MAC,6.0,94.0,151.0,62.3,882.0,4.0,2.6,5.0,3.3,5.8,4.88,9.4,147.0,113.4,,drew,pyne,bowling green,Passing,287,,,,,,,,,,,,,,
130.0,AJ Hairston,Massachusetts,MAC,8.0,94.0,194.0,48.5,866.0,4.0,2.1,4.0,2.1,4.5,3.95,9.2,108.3,88.6,,aj,hairston,massachusetts,Passing,9140,,,,,,,,,,,,,,
131.0,Chase Jenkins,Rice,American,9.0,88.0,127.0,69.3,844.0,6.0,4.7,2.0,1.6,6.6,6.88,9.6,93.8,137.6,,chase,jenkins,rice,Passing,12262,,,,,,,,,,,,,,
132.0,Jackson Brousseau,Colorado State,MWC,6.0,79.0,130.0,60.8,840.0,6.0,4.6,3.0,2.3,6.5,6.35,10.6,140.0,125.7,,jackson,brousseau,colorado state,Passing,5779,,,,,,,,,,,,,,
133.0,TJ Finley,Georgia State,Sun Belt,5.0,86.0,136.0,63.2,816.0,4.0,2.9,4.0,2.9,6.0,5.26,9.5,163.2,117.5,,tj,finley,georgia state,Passing,6949,,,,,,,,,,,,,,
134.0,Grayson Loftis,Charlotte,American,7.0,63.0,125.0,50.4,766.0,5.0,4.0,4.0,3.2,6.1,5.49,12.2,109.4,108.7,,grayson,loftis,charlotte,Passing,854,,,,,,,,,,,,,,
135.0,Conner Harrell,Charlotte,American,4.0,64.0,96.0,66.7,737.0,4.0,4.2,2.0,2.1,7.7,7.57,11.5,184.3,140.7,,conner,harrell,charlotte,Passing,5324,,,,,,,,,,,,,,
136.0,Nicco Marchiol,West Virginia,Big 12,4.0,66.0,98.0,67.3,720.0,2.0,2.0,2.0,2.0,7.3,6.84,10.9,180.0,131.7,,nicco,marchiol,west virginia,Passing,15885,,,,,,,,,,,,,,
137.0,Josh Holst,Northern Illinois,MAC,7.0,78.0,130.0,60.0,689.0,4.0,3.1,3.0,2.3,5.3,4.88,8.8,98.4,110.1,,josh,holst,northern illinois,Passing,11025,,,,,,,,,,,,,,
138.0,Rodney Tisdale Jr.,Western Kentucky,CUSA,5.0,64.0,88.0,72.7,688.0,6.0,6.8,2.0,2.3,7.8,8.16,10.8,137.6,156.4,,rodney,tisdale,western kentucky,Passing,16000,,,,,,,,,,,,,,
139.0,Will Hammond,Texas Tech,Big 12,8.0,69.0,109.0,63.3,680.0,7.0,6.4,3.0,2.8,6.2,6.28,9.9,85.0,131.4,,will,hammond,texas tech,Passing,1204,,,,,,,,,,,,,,
140.0,Dexter Williams II,Kennesaw State,CUSA,6.0,59.0,112.0,52.7,673.0,5.0,4.5,2.0,1.8,6.0,6.1,11.4,112.2,114.3,,dexter,williams,kennesaw state,Passing,8133,,,,,,,,,,,,,,
141.0,Gavin Wimsatt,Jacksonville State,CUSA,7.0,62.0,109.0,56.9,669.0,3.0,2.8,2.0,1.8,6.1,5.86,10.8,95.6,113.8,,gavin,wimsatt,jacksonville state,Passing,7716,,,,,,,,,,,,,,
142.0,Carter Jones,Nevada,MWC,6.0,65.0,104.0,62.5,662.0,3.0,2.9,6.0,5.8,6.4,4.35,10.2,110.3,114.0,,carter,jones,nevada,Passing,3039,,,,,,,,,,,,,,
143.0,Danny O'Neil,Wisconsin,Big Ten,6.0,61.0,88.0,69.3,635.0,5.0,5.7,5.0,5.7,7.2,5.8,10.4,105.8,137.3,,danny,o'neil,wisconsin,Passing,16186,,,,,,,,,,,,,,
144.0,Scotty Fox Jr.,West Virginia,Big 12,7.0,52.0,88.0,59.1,623.0,4.0,4.5,2.0,2.3,7.1,6.97,12.0,89.0,129.0,,scotty,fox,west virginia,Passing,,,,,,,,,,,,,,,
145.0,Jaxon Potter,Washington State,Ind,3.0,67.0,95.0,70.5,604.0,4.0,4.2,3.0,3.2,6.4,5.78,9.0,201.3,131.5,,jaxon,potter,washington state,Passing,15774,,,,,,,,,,,,,,
146.0,Luke Weaver,Hawaii,MWC,4.0,61.0,102.0,59.8,600.0,5.0,4.9,3.0,2.9,5.9,5.54,9.8,150.0,119.5,,luke,weaver,hawaii,Passing,7157,,,,,,,,,,,,,,
147.0,Alessio Milivojevic,Michigan State,Big Ten,6.0,42.0,65.0,64.6,592.0,4.0,6.2,1.0,1.5,9.1,9.65,14.1,98.7,158.4,,alessio,milivojevic,michigan state,Passing,9603,,,,,,,,,,,,,,
148.0,Austin Simmons,Ole Miss,SEC,5.0,34.0,58.0,58.6,580.0,4.0,6.9,4.0,6.9,10.0,8.28,17.1,116.0,151.6,,austin,simmons,mississippi,Passing,11731,,,,,,,,,,,,,,
149.0,Deshawn Purdie,Wake Forest,ACC,6.0,38.0,71.0,53.5,578.0,6.0,8.5,2.0,2.8,8.1,8.56,15.2,96.3,144.2,,deshawn,purdie,wake forest,Passing,15583,,,,,,,,,,,,,,
150.0,Skyler Locklear,UTEP,CUSA,5.0,49.0,81.0,60.5,560.0,5.0,6.2,4.0,4.9,6.9,5.93,11.4,112.0,129.1,,skyler,locklear,utep,Passing,15063,,,,,,,,,,,,,,
151.0,Caden Creel,Jacksonville State,CUSA,8.0,52.0,77.0,67.5,525.0,3.0,3.9,2.0,2.6,6.8,6.43,10.1,65.6,132.5,,caden,creel,jacksonville state,Passing,7717,,,,,,,,,,,,,,
152.0,Kirk Francis,Tulsa,American,3.0,53.0,88.0,60.2,493.0,3.0,3.4,4.0,4.5,5.6,4.24,9.3,164.3,109.4,,kirk,francis,tulsa,Passing,14405,,,,,,,,,,,,,,
153.0,Brayden Fowler-Nicolosi,Colorado State,MWC,3.0,44.0,82.0,53.7,488.0,1.0,1.2,2.0,2.4,6.0,5.1,11.1,162.7,102.8,,brayden,fowler-nicolosi,colorado state,Passing,5780,,,,,,,,,,,,,,
154.0,Hunter Simmons,Wisconsin,Big Ten,6.0,46.0,92.0,50.0,469.0,2.0,2.2,5.0,5.4,5.1,3.09,10.2,78.2,89.1,,hunter,simmons,wisconsin,Passing,16187,,,,,,,,,,,,,,
155.0,Ryder Burton,UAB,American,5.0,42.0,58.0,72.4,467.0,5.0,8.6,3.0,5.2,8.1,7.45,11.1,93.4,158.2,,ryder,burton,alabama-birmingham,Passing,14499,,,,,,,,,,,,,,
156.0,Tad Hudson,Coastal Carolina,Sun Belt,6.0,56.0,103.0,54.4,447.0,3.0,2.9,3.0,2.9,4.3,3.61,8.0,74.5,94.6,,tad,hudson,coastal carolina,Passing,5589,,,,,,,,,,,,,,
157.0,Ryan Staub,Colorado,Big 12,4.0,30.0,55.0,54.5,427.0,3.0,5.5,4.0,7.3,7.8,5.58,14.2,106.8,123.2,,ryan,staub,colorado,Passing,5681,,,,,,,,,,,,,,
158.0,Daniel Beale,Louisiana,Sun Belt,5.0,42.0,84.0,50.0,395.0,1.0,1.2,4.0,4.8,4.7,2.8,9.4,79.0,83.9,,daniel,beale,louisiana,Passing,8521,,,,,,,,,,,,,,
159.0,Max Johnson,North Carolina,ACC,3.0,46.0,72.0,63.9,378.0,2.0,2.8,0.0,0.0,5.3,5.81,8.2,126.0,117.2,,max,johnson,north carolina,Passing,180,,,,,,,,,,,,,,
160.0,Cale Hellums,Army,American,8.0,24.0,46.0,52.2,376.0,2.0,4.3,1.0,2.2,8.2,8.07,15.7,47.0,130.8,,cale,hellums,army,Passing,4196,,,,,,,,,,,,,,
161.0,Will Crowder,Troy,Sun Belt,3.0,35.0,58.0,60.3,374.0,4.0,6.9,3.0,5.2,6.4,5.5,10.7,124.7,126.9,,will,crowder,troy,Passing,14193,,,,,,,,,,,,,,
162.0,Aaron Philo,Georgia Tech,ACC,3.0,21.0,28.0,75.0,373.0,1.0,3.6,1.0,3.6,13.3,12.43,17.8,124.3,191.5,,aaron,philo,georgia tech,Passing,7055,,,,,,,,,,,,,,
163.0,Jeff Sims,Arizona State,Big 12,6.0,37.0,73.0,50.7,359.0,2.0,2.7,1.0,1.4,4.9,4.85,9.7,59.8,98.3,,jeff,sims,arizona state,Passing,327,,,,,,,,,,,,,,
164.0,Sam Jackson,Oklahoma State,Big 12,9.0,34.0,65.0,52.3,358.0,1.0,1.5,2.0,3.1,5.5,4.43,10.5,39.8,97.5,,sam,jackson,oklahoma state,Passing,11562,,,,,,,,,,,,,,
165.0,Christopher Vizzina,Clemson,ACC,4.0,36.0,56.0,64.3,354.0,3.0,5.4,1.0,1.8,6.3,6.59,9.8,88.5,131.5,,christopher,vizzina,clemson,Passing,1124,,,,,,,,,,,,,,
166.0,Chubba Purdy,Nevada,MWC,7.0,29.0,57.0,50.9,353.0,1.0,1.8,6.0,10.5,6.2,1.81,12.2,50.4,87.6,,chubba,purdy,nevada,Passing,10328,,,,,,,,,,,,,,
167.0,Samari Collier,Coastal Carolina,Sun Belt,6.0,25.0,54.0,46.3,351.0,4.0,7.4,2.0,3.7,6.5,6.31,14.0,58.5,117.9,,samari,collier,coastal carolina,Passing,5590,,,,,,,,,,,,,,
168.0,Ethan Grunkemeyer,Penn State,Big Ten,6.0,42.0,67.0,62.7,343.0,1.0,1.5,3.0,4.5,5.1,3.4,8.2,57.2,101.7,,ethan,grunkemeyer,penn state,Passing,1203,,,,,,,,,,,,,,
169.0,Henry Hesson,Miami (OH),MAC,4.0,21.0,38.0,55.3,342.0,3.0,7.9,0.0,0.0,9.0,10.58,16.3,85.5,156.9,,henry,hesson,miami (oh),Passing,9435,,,,,,,,,,,,,,
170.0,Deuce Bailey,Missouri State,CUSA,3.0,23.0,47.0,48.9,335.0,2.0,4.3,0.0,0.0,7.1,7.98,14.6,111.7,122.9,,deuce,bailey,missouri state,Passing,,,,,,,,,,,,,,,
171.0,Cam Fancher,UCF,Big 12,3.0,41.0,72.0,56.9,333.0,0.0,0.0,0.0,0.0,4.6,4.63,8.1,111.0,95.8,,cam,fancher,central florida,Passing,14607,,,,,,,,,,,,,,
172.0,Grant Jordan,Massachusetts,MAC,5.0,31.0,54.0,57.4,316.0,0.0,0.0,1.0,1.9,5.9,5.02,10.2,63.2,102.9,,grant,jordan,massachusetts,Passing,9142,,,,,,,,,,,,,,
173.0,MJ Morris,Coastal Carolina,Sun Belt,3.0,35.0,60.0,58.3,304.0,1.0,1.7,4.0,6.7,5.1,2.4,8.7,101.3,93.1,,mj,morris,coastal carolina,Passing,1651,,,,,,,,,,,,,,
174.0,Brandon Rose,Massachusetts,MAC,4.0,36.0,62.0,58.1,289.0,0.0,0.0,2.0,3.2,4.7,3.21,8.0,72.3,90.8,,brandon,rose,massachusetts,Passing,9141,,,,,,,,,,,,,,
175.0,Byrd Ficklin,Utah,Big 12,8.0,19.0,31.0,61.3,278.0,3.0,9.7,0.0,0.0,9.0,10.9,14.6,34.8,168.6,,byrd,ficklin,utah,Passing,14858,,,,,,,,,,,,,,
176.0,Dewayne Coleman,Army,American,5.0,19.0,35.0,54.3,273.0,2.0,5.7,2.0,5.7,7.8,6.37,14.4,54.6,127.2,,dewayne,coleman,army,Passing,4197,,,,,,,,,,,,,,
177.0,Malachi Singleton,Purdue,Big Ten,8.0,19.0,33.0,57.6,271.0,3.0,9.1,2.0,6.1,8.2,7.3,14.3,33.9,144.4,,malachi,singleton,purdue,Passing,12168,,,,,,,,,,,,,,
178.0,Brady Davidson,Northern Illinois,MAC,6.0,32.0,75.0,42.7,269.0,1.0,1.3,3.0,4.0,3.6,2.05,8.4,44.8,69.2,,brady,davidson,northern illinois,Passing,11026,,,,,,,,,,,,,,
179.0,TJ Lateef,Nebraska,Big Ten,3.0,16.0,19.0,84.2,261.0,1.0,5.3,0.0,0.0,13.7,14.79,16.3,87.0,217.0,,tj,lateef,nebraska,Passing,10227,,,,,,,,,,,,,,
180.0,Joe Pesansky,Florida International,CUSA,5.0,23.0,38.0,60.5,260.0,1.0,2.6,2.0,5.3,6.8,5.0,11.3,52.0,116.2,,joe,pesansky,florida international,Passing,6482,,,,,,,,,,,,,,
181.0,Carson Conklin,Fresno State,MWC,4.0,35.0,69.0,50.7,259.0,0.0,0.0,2.0,2.9,3.8,2.45,7.4,64.8,76.5,,carson,conklin,fresno state,Passing,6662,,,,,,,,,,,,,,
182.0,Mabrey Mettauer,Sam Houston,CUSA,5.0,32.0,51.0,62.7,251.0,2.0,3.9,2.0,3.9,4.9,3.94,7.8,50.2,109.2,,mabrey,mettauer,sam houston,Passing,12494,,,,,,,,,,,,,,
183.0,Lucian Anderson III,Bowling Green,MAC,5.0,26.0,41.0,63.4,245.0,2.0,4.9,3.0,7.3,6.0,3.66,9.4,49.0,115.1,,lucian,anderson,bowling green,Passing,4802,,,,,,,,,,,,,,
184.0,Zach Wilcke,Charlotte,American,3.0,27.0,39.0,69.2,242.0,2.0,5.1,1.0,2.6,6.2,6.08,9.0,80.7,133.1,,zach,wilcke,charlotte,Passing,5325,,,,,,,,,,,,,,
185.0,Zach Calzada,Kentucky,SEC,2.0,25.0,53.0,47.2,234.0,0.0,0.0,1.0,1.9,4.4,3.57,9.4,117.0,80.5,,zach,calzada,kentucky,Passing,56,,,,,,,,,,,,,,
186.0,Trey Kukuk,Louisiana Tech,CUSA,6.0,28.0,42.0,66.7,231.0,2.0,4.8,2.0,4.8,5.5,4.31,8.3,38.5,119.1,,trey,kukuk,louisiana tech,Passing,8627,,,,,,,,,,,,,,
187.0,Josh Johnson,Air Force,MWC,3.0,9.0,18.0,50.0,224.0,2.0,11.1,1.0,5.6,12.4,12.17,24.9,74.7,180.1,,josh,johnson,air force,Passing,3367,,,,,,,,,,,,,,
188.0,Elijah Brown,Stanford,ACC,3.0,19.0,31.0,61.3,218.0,1.0,3.2,0.0,0.0,7.0,7.68,11.5,72.7,131.0,,elijah,brown,stanford,Passing,1165,,,,,,,,,,,,,,
189.0,Matt Zollers,Missouri,SEC,5.0,20.0,29.0,69.0,213.0,2.0,6.9,0.0,0.0,7.3,8.72,10.7,42.6,153.4,,matt,zollers,missouri,Passing,2492,,,,,,,,,,,,,,
190.0,Mitch Griffis,Texas Tech,Big 12,4.0,13.0,18.0,72.2,212.0,2.0,11.1,0.0,0.0,11.8,14.0,16.3,53.0,207.8,,mitch,griffis,texas tech,Passing,13988,,,,,,,,,,,,,,
191.0,Alberto Mendoza,Indiana,Big Ten,5.0,15.0,21.0,71.4,204.0,4.0,19.0,1.0,4.8,9.7,11.38,13.6,40.8,206.4,,alberto,mendoza,indiana,Passing,7435,,,,,,,,,,,,,,
192.0,Brendan Sullivan,Tulane,American,8.0,18.0,27.0,66.7,201.0,2.0,7.4,2.0,7.4,7.4,5.59,11.2,25.1,138.8,,brendan,sullivan,tulane,Passing,14297,,,,,,,,,,,,,,
193.0,Angel Flores,Central Michigan,MAC,8.0,19.0,27.0,70.4,195.0,2.0,7.4,0.0,0.0,7.2,8.7,10.3,24.4,155.5,,angel,flores,central michigan,Passing,5216,,,,,,,,,,,,,,
194.0,Daniel Kaelin,Virginia,ACC,4.0,12.0,24.0,50.0,194.0,1.0,4.2,1.0,4.2,8.1,7.04,16.2,48.5,123.3,,daniel,kaelin,virginia,Passing,15387,,,,,,,,,,,,,,
195.0,Gevani McCoy,Temple,American,6.0,19.0,23.0,82.6,194.0,2.0,8.7,0.0,0.0,8.4,10.17,10.2,32.3,182.2,,gevani,mccoy,temple,Passing,13479,,,,,,,,,,,,,,
196.0,Kevin Sperry,Florida State,ACC,3.0,12.0,17.0,70.6,194.0,2.0,11.8,0.0,0.0,11.4,13.76,16.2,64.7,205.3,,kevin,sperry,florida state,Passing,6571,,,,,,,,,,,,,,
197.0,Ashton Daniels,Auburn,SEC,2.0,19.0,36.0,52.8,185.0,0.0,0.0,1.0,2.8,5.1,3.89,9.7,92.5,90.4,,ashton,daniels,auburn,Passing,4304,,,,,,,,,,,,,,
198.0,Landon Graves,Louisiana-Monroe,Sun Belt,7.0,19.0,40.0,47.5,185.0,2.0,5.0,2.0,5.0,4.6,3.38,9.7,26.4,92.9,,landon,graves,louisiana monroe,Passing,8732,,,,,,,,,,,,,,
199.0,Zion Turner,Marshall,Sun Belt,3.0,19.0,31.0,61.3,183.0,0.0,0.0,1.0,3.2,5.9,4.45,9.6,61.0,104.4,,zion,turner,marshall,Passing,8966,,,,,,,,,,,,,,
200.0,Khalil Wilkins,West Virginia,Big 12,5.0,15.0,31.0,48.4,176.0,1.0,3.2,2.0,6.5,5.7,3.42,11.7,35.2,93.8,,khalil,wilkins,west virginia,Passing,15887,,,,,,,,,,,,,,
201.0,AJ Hill,Memphis,American,1.0,13.0,25.0,52.0,175.0,1.0,4.0,1.0,4.0,7.0,6.0,13.5,175.0,116.0,,aj,hill,memphis,Passing,9255,,,,,,,,,,,,,,
202.0,Jake Merklinger,Tennessee,SEC,3.0,12.0,22.0,54.5,175.0,2.0,9.1,0.0,0.0,8.0,9.77,14.6,58.3,151.4,,jake,merklinger,tennessee,Passing,1243,,,,,,,,,,,,,,
203.0,Gunnar Gray,Buffalo,MAC,4.0,23.0,44.0,52.3,174.0,1.0,2.3,1.0,2.3,4.0,3.39,7.6,43.5,88.4,,gunnar,gray,buffalo,Passing,4907,,,,,,,,,,,,,,
204.0,Gabarri Johnson,Oregon State,Ind,9.0,26.0,43.0,60.5,173.0,2.0,4.7,1.0,2.3,4.0,3.91,6.7,19.2,105.0,,gabarri,johnson,oregon state,Passing,11900,,,,,,,,,,,,,,
205.0,Max Cutforth,Boise State,MWC,7.0,20.0,39.0,51.3,173.0,1.0,2.6,2.0,5.1,4.4,2.64,8.7,24.7,86.7,,max,cutforth,boise state,Passing,4587,,,,,,,,,,,,,,
206.0,Michael Van Buren Jr.,LSU,SEC,2.0,13.0,16.0,81.3,172.0,2.0,12.5,0.0,0.0,10.8,13.25,13.2,86.0,212.8,,michael,van buren,louisiana state,Passing,1968,,,,,,,,,,,,,,
207.0,Zach Gibson,Florida Atlantic,American,4.0,17.0,30.0,56.7,168.0,2.0,6.7,2.0,6.7,5.6,3.93,9.9,42.0,112.4,,zach,gibson,florida atlantic,Passing,6378,,,,,,,,,,,,,,
208.0,Michael Hawkins Jr.,Oklahoma,SEC,2.0,15.0,27.0,55.6,167.0,3.0,11.1,0.0,0.0,6.2,8.41,11.1,83.5,144.2,,michael,hawkins,oklahoma,Passing,1813,,,,,,,,,,,,,,
209.0,Darius Curry,Colorado State,MWC,2.0,14.0,21.0,66.7,163.0,1.0,4.8,0.0,0.0,7.8,8.71,11.6,81.5,147.6,,darius,curry,colorado state,Passing,5781,,,,,,,,,,,,,,
210.0,Jacob Conover,Utah State,MWC,3.0,15.0,25.0,60.0,156.0,2.0,8.0,0.0,0.0,6.2,7.84,10.4,52.0,138.8,,jacob,conover,utah state,Passing,14965,,,,,,,,,,,,,,
211.0,John Alan Richter,Toledo,MAC,3.0,17.0,25.0,68.0,153.0,3.0,12.0,1.0,4.0,6.1,6.72,9.0,51.0,151.0,,john,alan richter,toledo,Passing,,,,,,,,,,,,,,,
212.0,Kalieb Osborne,Toledo,MAC,4.0,10.0,15.0,66.7,152.0,1.0,6.7,0.0,0.0,10.1,11.47,15.2,38.0,173.8,,kalieb,osborne,toledo,Passing,14083,,,,,,,,,,,,,,
213.0,Luke Doty,South Carolina,SEC,4.0,18.0,28.0,64.3,148.0,0.0,0.0,1.0,3.6,5.3,3.68,8.2,37.0,101.5,,luke,doty,south carolina,Passing,12981,,,,,,,,,,,,,,
214.0,Baron May,Bowling Green,MAC,1.0,12.0,22.0,54.5,142.0,1.0,4.5,0.0,0.0,6.5,7.36,11.8,142.0,123.8,,baron,may,bowling green,Passing,4803,,,,,,,,,,,,,,
215.0,CJ Montes,Kent State,MAC,2.0,10.0,19.0,52.6,140.0,1.0,5.3,1.0,5.3,7.4,6.05,14.0,70.0,121.4,,cj,montes,kent state,Passing,8224,,,,,,,,,,,,,,
216.0,Michael Merdinger,Liberty,CUSA,4.0,9.0,20.0,45.0,138.0,0.0,0.0,0.0,0.0,6.9,6.9,15.3,34.5,103.0,,michael,merdinger,liberty,Passing,8412,,,,,,,,,,,,,,
217.0,Brady Jones,Western Michigan,MAC,5.0,19.0,40.0,47.5,136.0,1.0,2.5,3.0,7.5,3.4,0.53,7.2,27.2,69.3,,brady,jones,western michigan,Passing,16095,,,,,,,,,,,,,,
218.0,Tramell Jones Jr.,Florida,SEC,1.0,12.0,18.0,66.7,131.0,2.0,11.1,0.0,0.0,7.3,9.5,10.9,131.0,164.5,,tramell,jones,florida,Passing,6274,,,,,,,,,,,,,,
219.0,Julian Lewis,Colorado,Big 12,2.0,11.0,21.0,52.4,129.0,1.0,4.8,0.0,0.0,6.1,7.1,11.7,64.5,119.7,,julian,lewis,colorado,Passing,1399,,,,,,,,,,,,,,
220.0,Emory Williams,Miami (FL),ACC,3.0,11.0,16.0,68.8,124.0,0.0,0.0,0.0,0.0,7.8,7.75,11.3,41.3,133.9,,emory,williams,miami (fl),Passing,9337,,,,,,,,,,,,,,
221.0,Cole Gonzales,Pitt,ACC,3.0,11.0,22.0,50.0,118.0,1.0,4.5,1.0,4.5,5.4,4.23,10.7,39.3,101.0,,cole,gonzales,pittsburgh,Passing,12068,,,,,,,,,,,,,,
222.0,Billy Edwards Jr.,Wisconsin,Big Ten,2.0,7.0,16.0,43.8,113.0,0.0,0.0,0.0,0.0,7.1,7.06,16.1,56.5,103.1,,billy,edwards,wisconsin,Passing,16185,,,,,,,,,,,,,,
223.0,Evan Bullock,Louisiana Tech,CUSA,3.0,11.0,21.0,52.4,112.0,0.0,0.0,1.0,4.8,5.3,3.19,10.2,37.3,87.7,,evan,bullock,louisiana tech,Passing,2033,,,,,,,,,,,,,,
224.0,Ryan Puglisi,Georgia,SEC,4.0,9.0,15.0,60.0,112.0,1.0,6.7,2.0,13.3,7.5,2.8,12.4,28.0,118.1,,ryan,puglisi,georgia,Passing,1265,,,,,,,,,,,,,,
225.0,Hunter Herring,Louisiana-Monroe,Sun Belt,7.0,5.0,8.0,62.5,111.0,1.0,12.5,1.0,12.5,13.9,10.75,22.2,15.9,195.3,,hunter,herring,louisiana monroe,Passing,8731,,,,,,,,,,,,,,
226.0,Noah Gillon,Appalachian State,Sun Belt,3.0,13.0,32.0,40.6,111.0,0.0,0.0,0.0,0.0,3.5,3.47,8.5,37.0,69.8,,noah,gillon,appalachian state,Passing,3666,,,,,,,,,,,,,,
227.0,Walker Howard,Louisiana,Sun Belt,4.0,12.0,30.0,40.0,111.0,0.0,0.0,3.0,10.0,3.7,-0.8,9.3,27.8,51.1,,walker,howard,louisiana,Passing,1629,,,,,,,,,,,,,,
228.0,KJ Jackson,Arkansas,SEC,3.0,6.0,8.0,75.0,109.0,1.0,12.5,0.0,0.0,13.6,16.13,18.2,36.3,230.7,,kj,jackson,arkansas,Passing,3939,,,,,,,,,,,,,,
229.0,Landyn Locke,Sam Houston,CUSA,2.0,11.0,19.0,57.9,108.0,1.0,5.3,0.0,0.0,5.7,6.74,9.8,54.0,123.0,,landyn,locke,sam houston,Passing,12495,,,,,,,,,,,,,,
230.0,Zeon Chriss,Houston,Big 12,5.0,10.0,21.0,47.6,108.0,1.0,4.8,1.0,4.8,5.1,3.95,10.8,21.6,97.0,,zeon,chriss,houston,Passing,7250,,,,,,,,,,,,,,
231.0,Hank Brown,Iowa,Big Ten,3.0,11.0,21.0,52.4,107.0,1.0,4.8,1.0,4.8,5.1,3.9,9.7,35.7,101.4,,hank,brown,iowa,Passing,811,,,,,,,,,,,,,,
232.0,Brock Thomas,Oregon,Big Ten,6.0,9.0,13.0,69.2,105.0,1.0,7.7,0.0,0.0,8.1,9.62,11.7,17.5,162.5,,brock,thomas,oregon,Passing,11804,,,,,,,,,,,,,,
233.0,Nick Evers,Connecticut,Ind,2.0,10.0,15.0,66.7,105.0,1.0,6.7,0.0,0.0,7.0,8.33,10.5,52.5,147.5,,nick,evers,connecticut,Passing,471,,,,,,,,,,,,,,
234.0,Husan Longstreet,USC,Big Ten,4.0,13.0,15.0,86.7,103.0,1.0,6.7,0.0,0.0,6.9,8.2,7.9,25.8,166.3,,husan,longstreet,southern california,Passing,1402,,,,,,,,,,,,,,
235.0,AJ Bianco,Nevada,MWC,7.0,15.0,26.0,57.7,102.0,1.0,3.8,1.0,3.8,3.9,2.96,6.8,14.6,95.6,,aj,bianco,nevada,Passing,10329,,,,,,,,,,,,,,
236.0,Miles O'Neil,Texas A&M,SEC,4.0,4.0,7.0,57.1,101.0,1.0,14.3,1.0,14.3,14.4,10.86,25.3,25.3,196.9,,miles,o'neil,texas a&m,Passing,13701,,,,,,,,,,,,,,
237.0,Jacurri Brown,UCF,Big 12,3.0,3.0,5.0,60.0,97.0,1.0,20.0,1.0,20.0,19.4,14.4,32.3,32.3,249.0,,jacurri,brown,central florida,Passing,14608,,,,,,,,,,,,,,
238.0,Hauss Hejny,Oklahoma State,Big 12,1.0,5.0,10.0,50.0,96.0,1.0,10.0,0.0,0.0,9.6,11.6,19.2,96.0,163.6,,hauss,hejny,oklahoma state,Passing,1815,,,,,,,,,,,,,,
