Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTAK,PPWM,PFNM,PBSH,PPUR,PPRC,PHTP
74,290.0,23.0,0.0,0.0,0.0,68.0,57.0,64.0,52.0,79.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
73,285.0,26.0,0.0,0.0,0.0,68.0,53.0,59.0,44.0,85.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
73,285.0,26.0,32.0,0.0,0.0,68.0,53.0,59.0,44.0,85.0,70.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
76,314.0,24.0,11.0,0.0,0.0,68.0,58.0,68.0,52.0,78.0,64.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
76,314.0,24.0,2.0,0.0,0.0,68.0,58.0,68.0,52.0,78.0,64.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
74,271.0,26.0,14.0,0.0,0.0,68.0,59.0,60.0,62.0,76.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,271.0,26.0,0.0,0.0,0.0,68.0,59.0,60.0,62.0,76.0,70.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
76,260.0,22.0,0.0,0.0,0.0,68.0,65.0,66.0,63.0,72.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
74,320.0,24.0,0.0,0.0,0.0,68.0,56.0,56.0,47.0,81.0,70.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
77,274.0,23.0,1.0,0.0,0.0,68.0,66.0,71.0,69.0,74.0,53.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
77,305.0,23.0,67.0,0.0,3.0,68.0,63.0,69.0,65.0,86.0,60.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
76,269.0,25.0,0.0,0.0,0.0,68.0,60.0,52.0,53.0,82.0,67.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
76,258.0,25.0,54.0,0.0,1.0,68.0,66.0,57.0,67.0,77.0,53.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
73,301.0,23.0,1.0,0.0,0.0,67.0,59.0,59.0,49.0,84.0,61.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0
74,250.0,21.0,1.0,0.0,0.0,67.0,65.0,73.0,70.0,68.0,59.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
76,294.0,26.0,0.0,0.0,0.0,67.0,52.0,60.0,53.0,81.0,69.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
76,294.0,26.0,17.0,0.0,0.0,67.0,52.0,60.0,53.0,81.0,69.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
77,285.0,30.0,48.0,0.0,0.0,67.0,60.0,58.0,60.0,80.0,77.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
75,273.0,30.0,43.0,0.0,0.0,67.0,61.0,51.0,65.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
74,280.0,28.0,0.0,0.0,0.0,67.0,56.0,64.0,51.0,78.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
76,282.0,32.0,40.0,0.0,0.0,66.0,60.0,55.0,62.0,76.0,74.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
75,254.0,24.0,62.0,0.0,2.0,66.0,67.0,70.0,69.0,71.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
74,264.0,23.0,8.0,0.0,0.0,66.0,61.0,62.0,64.0,73.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
74,286.0,25.0,0.0,0.0,0.0,66.0,60.0,54.0,56.0,80.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
75,278.0,24.0,34.0,0.0,0.0,66.0,58.0,58.0,62.0,75.0,65.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
75,270.0,33.0,23.0,0.0,0.0,66.0,48.0,58.0,42.0,82.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0
77,305.0,29.0,22.0,0.0,0.0,66.0,61.0,50.0,64.0,73.0,71.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,331.0,22.0,57.0,0.0,3.0,66.0,63.0,68.0,66.0,86.0,58.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
75,295.0,28.0,0.0,0.0,0.0,66.0,59.0,61.0,63.0,80.0,62.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
75,295.0,28.0,38.0,0.0,0.0,66.0,59.0,61.0,63.0,80.0,62.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
74,315.0,28.0,27.0,0.0,0.0,65.0,49.0,57.0,47.0,85.0,72.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
77,300.0,23.0,4.0,0.0,0.0,65.0,60.0,68.0,50.0,81.0,63.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
76,259.0,23.0,0.0,0.0,0.0,65.0,55.0,61.0,52.0,78.0,50.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
75,275.0,29.0,10.0,0.0,0.0,65.0,63.0,62.0,66.0,75.0,69.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
73,320.0,35.0,66.0,1.0,3.0,65.0,48.0,46.0,44.0,79.0,84.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
77,265.0,31.0,16.0,0.0,0.0,65.0,61.0,60.0,66.0,76.0,63.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
74,345.0,29.0,39.0,0.0,0.0,65.0,39.0,45.0,39.0,87.0,75.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,24.0,28.0,0.0,0.0,65.0,59.0,58.0,51.0,80.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
75,289.0,24.0,22.0,0.0,0.0,65.0,56.0,52.0,63.0,79.0,71.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
77,280.0,32.0,59.0,0.0,0.0,65.0,56.0,54.0,65.0,76.0,69.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
76,262.0,25.0,36.0,0.0,0.0,65.0,62.0,57.0,63.0,74.0,68.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
77,281.0,24.0,1.0,0.0,0.0,65.0,63.0,49.0,65.0,78.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
77,281.0,24.0,71.0,0.0,1.0,65.0,63.0,49.0,65.0,78.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,260.0,22.0,0.0,0.0,0.0,65.0,66.0,65.0,63.0,77.0,52.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
75,315.0,29.0,0.0,0.0,0.0,64.0,51.0,56.0,49.0,82.0,66.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
75,315.0,29.0,31.0,0.0,0.0,64.0,51.0,56.0,49.0,82.0,66.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
74,270.0,29.0,28.0,0.0,0.0,64.0,64.0,55.0,64.0,74.0,74.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
78,285.0,32.0,0.0,0.0,0.0,64.0,58.0,51.0,63.0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
76,287.0,29.0,35.0,0.0,0.0,64.0,57.0,51.0,66.0,73.0,77.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
78,270.0,24.0,11.0,0.0,0.0,64.0,61.0,59.0,65.0,72.0,62.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
77,260.0,27.0,40.0,0.0,0.0,64.0,62.0,51.0,63.0,69.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
73,307.0,22.0,2.0,0.0,0.0,64.0,59.0,56.0,56.0,86.0,59.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,305.0,28.0,51.0,0.0,0.0,64.0,44.0,54.0,41.0,91.0,64.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
76,259.0,25.0,0.0,0.0,0.0,64.0,59.0,65.0,47.0,78.0,63.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
75,281.0,21.0,7.0,0.0,0.0,64.0,57.0,66.0,63.0,75.0,49.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
74,288.0,28.0,0.0,0.0,0.0,64.0,58.0,61.0,59.0,83.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,288.0,28.0,13.0,0.0,0.0,64.0,58.0,61.0,59.0,83.0,60.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
77,257.0,25.0,21.0,0.0,0.0,63.0,63.0,50.0,65.0,75.0,58.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
78,280.0,32.0,38.0,0.0,1.0,63.0,58.0,54.0,63.0,73.0,70.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
78,280.0,32.0,0.0,0.0,0.0,63.0,58.0,54.0,63.0,73.0,70.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
76,289.0,25.0,50.0,0.0,0.0,63.0,51.0,56.0,47.0,81.0,69.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
75,292.0,22.0,22.0,0.0,0.0,63.0,57.0,59.0,47.0,82.0,59.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
75,284.0,24.0,19.0,0.0,0.0,62.0,51.0,56.0,49.0,82.0,75.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
74,287.0,31.0,57.0,0.0,1.0,62.0,51.0,53.0,51.0,87.0,73.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,287.0,31.0,0.0,0.0,0.0,62.0,51.0,53.0,51.0,87.0,73.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
76,282.0,25.0,37.0,0.0,0.0,62.0,58.0,60.0,52.0,73.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
77,282.0,25.0,12.0,0.0,0.0,62.0,59.0,55.0,56.0,75.0,54.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
74,272.0,26.0,10.0,0.0,0.0,62.0,58.0,63.0,52.0,77.0,69.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
73,315.0,23.0,12.0,0.0,0.0,62.0,52.0,57.0,50.0,82.0,56.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
76,286.0,26.0,56.0,0.0,0.0,62.0,58.0,51.0,58.0,74.0,65.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
76,286.0,26.0,27.0,0.0,0.0,62.0,58.0,51.0,58.0,74.0,65.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
74,270.0,23.0,0.0,0.0,0.0,62.0,56.0,57.0,55.0,83.0,50.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
76,297.0,24.0,19.0,0.0,0.0,62.0,60.0,58.0,52.0,79.0,59.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
74,290.0,23.0,14.0,0.0,0.0,62.0,52.0,59.0,47.0,81.0,57.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0
75,290.0,25.0,20.0,0.0,0.0,62.0,54.0,65.0,49.0,77.0,63.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,270.0,22.0,39.0,0.0,0.0,62.0,59.0,74.0,46.0,78.0,57.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
74,256.0,23.0,23.0,0.0,0.0,61.0,59.0,63.0,53.0,78.0,58.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,291.0,25.0,7.0,0.0,0.0,61.0,48.0,53.0,44.0,81.0,69.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,25.0,4.0,0.0,0.0,61.0,55.0,60.0,50.0,79.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,25.0,0.0,0.0,0.0,61.0,55.0,60.0,50.0,79.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,25.0,0.0,0.0,0.0,61.0,55.0,60.0,50.0,79.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,25.0,33.0,0.0,0.0,61.0,55.0,60.0,50.0,79.0,61.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
74,275.0,23.0,16.0,0.0,0.0,61.0,57.0,70.0,53.0,78.0,55.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
75,272.0,23.0,12.0,0.0,0.0,61.0,57.0,47.0,60.0,77.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,286.0,29.0,6.0,0.0,0.0,61.0,58.0,59.0,51.0,80.0,62.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
74,280.0,24.0,0.0,0.0,0.0,61.0,50.0,57.0,41.0,79.0,59.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,244.0,24.0,0.0,0.0,0.0,61.0,60.0,59.0,59.0,69.0,54.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
76,300.0,23.0,4.0,0.0,0.0,61.0,58.0,60.0,52.0,79.0,57.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
78,305.0,26.0,30.0,0.0,0.0,61.0,51.0,59.0,51.0,82.0,60.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,280.0,24.0,18.0,0.0,0.0,61.0,62.0,58.0,60.0,77.0,60.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
75,280.0,28.0,0.0,0.0,0.0,61.0,58.0,50.0,63.0,79.0,68.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
74,275.0,22.0,1.0,0.0,0.0,61.0,60.0,54.0,66.0,74.0,53.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
74,300.0,30.0,40.0,0.0,0.0,61.0,48.0,55.0,44.0,81.0,68.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,263.0,22.0,0.0,0.0,0.0,61.0,58.0,66.0,59.0,78.0,47.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
79,309.0,25.0,1.0,0.0,0.0,60.0,61.0,54.0,65.0,73.0,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
75,305.0,24.0,23.0,0.0,0.0,60.0,57.0,56.0,51.0,84.0,52.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
74,288.0,22.0,37.0,0.0,0.0,60.0,58.0,68.0,63.0,88.0,48.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
75,239.0,25.0,0.0,0.0,0.0,60.0,61.0,48.0,59.0,76.0,52.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
74,305.0,22.0,13.0,0.0,0.0,60.0,59.0,68.0,65.0,85.0,50.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
77,296.0,22.0,4.0,0.0,0.0,60.0,55.0,58.0,45.0,80.0,56.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
75,305.0,23.0,7.0,0.0,0.0,60.0,57.0,67.0,61.0,81.0,58.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
74,305.0,27.0,28.0,0.0,0.0,60.0,47.0,53.0,42.0,81.0,71.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
76,299.0,25.0,2.0,0.0,0.0,60.0,51.0,61.0,44.0,79.0,55.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
75,283.0,25.0,55.0,0.0,0.0,60.0,57.0,57.0,54.0,74.0,69.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
74,309.0,22.0,58.0,0.0,0.0,60.0,60.0,63.0,66.0,84.0,51.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
73,320.0,25.0,0.0,0.0,0.0,60.0,54.0,60.0,44.0,80.0,57.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
75,288.0,24.0,7.0,0.0,0.0,60.0,64.0,69.0,64.0,75.0,57.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
73,277.0,22.0,24.0,0.0,0.0,60.0,57.0,57.0,53.0,80.0,56.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
76,318.0,26.0,26.0,0.0,0.0,59.0,53.0,54.0,44.0,80.0,62.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
77,297.0,24.0,3.0,0.0,0.0,59.0,55.0,62.0,53.0,79.0,54.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
78,277.0,30.0,19.0,0.0,0.0,59.0,57.0,57.0,58.0,73.0,65.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
77,280.0,28.0,0.0,0.0,0.0,59.0,56.0,46.0,62.0,71.0,55.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
75,294.0,24.0,0.0,0.0,0.0,59.0,52.0,57.0,52.0,78.0,59.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
75,294.0,23.0,1.0,0.0,0.0,59.0,60.0,68.0,65.0,81.0,55.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
76,277.0,24.0,1.0,0.0,0.0,58.0,59.0,47.0,58.0,75.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
76,307.0,31.0,38.0,0.0,0.0,58.0,42.0,55.0,47.0,81.0,65.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0
76,280.0,31.0,0.0,0.0,0.0,58.0,49.0,54.0,46.0,80.0,68.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,257.0,29.0,0.0,0.0,0.0,58.0,57.0,48.0,57.0,70.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,257.0,29.0,7.0,0.0,0.0,58.0,57.0,48.0,57.0,70.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
74,255.0,23.0,31.0,0.0,0.0,58.0,63.0,48.0,64.0,69.0,56.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
73,265.0,26.0,49.0,0.0,0.0,58.0,54.0,56.0,61.0,71.0,71.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
76,275.0,0.0,2.0,0.0,0.0,58.0,65.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,312.0,23.0,51.0,0.0,0.0,58.0,51.0,57.0,44.0,82.0,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0
72,306.0,23.0,0.0,0.0,0.0,58.0,57.0,59.0,65.0,85.0,53.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
76,270.0,27.0,0.0,0.0,0.0,57.0,59.0,55.0,60.0,71.0,56.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
73,319.0,22.0,7.0,0.0,0.0,57.0,53.0,59.0,56.0,81.0,52.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
73,319.0,22.0,14.0,0.0,0.0,57.0,53.0,59.0,56.0,81.0,52.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
74,316.0,23.0,0.0,0.0,0.0,57.0,57.0,57.0,58.0,78.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
75,277.0,23.0,14.0,0.0,0.0,57.0,61.0,48.0,60.0,72.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
73,277.0,33.0,35.0,0.0,0.0,57.0,52.0,51.0,50.0,79.0,60.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
77,310.0,31.0,0.0,0.0,0.0,57.0,40.0,56.0,45.0,80.0,66.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
78,260.0,25.0,0.0,0.0,0.0,57.0,60.0,52.0,62.0,76.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,271.0,24.0,0.0,0.0,0.0,57.0,60.0,51.0,56.0,73.0,58.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,271.0,24.0,0.0,0.0,0.0,57.0,60.0,51.0,56.0,73.0,58.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,271.0,24.0,0.0,0.0,0.0,57.0,60.0,51.0,56.0,73.0,58.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,333.0,24.0,1.0,0.0,0.0,57.0,55.0,64.0,55.0,84.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,285.0,24.0,6.0,0.0,0.0,57.0,52.0,49.0,57.0,75.0,51.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
76,275.0,29.0,0.0,0.0,0.0,56.0,58.0,48.0,61.0,78.0,58.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
78,288.0,26.0,14.0,0.0,0.0,56.0,50.0,57.0,44.0,79.0,52.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,247.0,24.0,1.0,0.0,0.0,56.0,58.0,46.0,58.0,76.0,59.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
76,265.0,24.0,3.0,0.0,0.0,56.0,59.0,48.0,62.0,72.0,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
77,297.0,25.0,2.0,0.0,0.0,56.0,57.0,51.0,57.0,80.0,56.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0
77,275.0,28.0,11.0,0.0,0.0,56.0,58.0,52.0,57.0,75.0,64.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
74,287.0,23.0,12.0,0.0,0.0,56.0,64.0,60.0,63.0,77.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
75,287.0,25.0,0.0,0.0,0.0,56.0,52.0,57.0,50.0,80.0,57.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
75,280.0,29.0,0.0,0.0,0.0,56.0,57.0,52.0,49.0,75.0,73.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
79,281.0,28.0,0.0,0.0,0.0,56.0,62.0,49.0,64.0,67.0,58.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
75,275.0,27.0,12.0,0.0,0.0,56.0,51.0,47.0,56.0,72.0,66.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,300.0,25.0,3.0,0.0,0.0,55.0,51.0,54.0,51.0,88.0,49.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
76,292.0,27.0,0.0,0.0,0.0,55.0,59.0,52.0,59.0,69.0,55.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
76,292.0,27.0,42.0,0.0,0.0,55.0,59.0,52.0,59.0,69.0,55.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0
76,271.0,23.0,0.0,0.0,0.0,55.0,58.0,60.0,62.0,75.0,46.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
79,300.0,30.0,0.0,0.0,0.0,55.0,50.0,47.0,56.0,74.0,52.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
76,293.0,23.0,0.0,0.0,0.0,55.0,51.0,61.0,60.0,85.0,54.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
77,299.0,24.0,4.0,0.0,0.0,55.0,50.0,58.0,51.0,78.0,60.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
77,292.0,36.0,89.0,2.0,2.0,54.0,59.0,43.0,54.0,73.0,84.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
78,276.0,23.0,1.0,0.0,0.0,54.0,64.0,72.0,63.0,74.0,44.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
75,280.0,29.0,19.0,0.0,0.0,54.0,56.0,55.0,63.0,72.0,59.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
77,284.0,28.0,0.0,0.0,0.0,54.0,55.0,48.0,60.0,72.0,52.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
77,300.0,26.0,0.0,0.0,0.0,54.0,47.0,54.0,44.0,79.0,56.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
74,290.0,27.0,3.0,0.0,0.0,54.0,51.0,52.0,45.0,77.0,58.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0
73,274.0,22.0,3.0,0.0,0.0,54.0,57.0,53.0,59.0,79.0,51.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
75,285.0,27.0,0.0,0.0,0.0,54.0,58.0,50.0,60.0,70.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
74,295.0,25.0,0.0,0.0,0.0,54.0,52.0,55.0,50.0,80.0,51.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,305.0,26.0,39.0,0.0,0.0,53.0,51.0,54.0,50.0,77.0,60.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
74,318.0,22.0,8.0,0.0,0.0,53.0,55.0,64.0,59.0,77.0,48.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
76,285.0,25.0,11.0,0.0,0.0,53.0,54.0,50.0,60.0,74.0,53.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0
74,305.0,24.0,0.0,0.0,0.0,53.0,45.0,54.0,45.0,80.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
74,305.0,24.0,0.0,0.0,0.0,53.0,45.0,54.0,45.0,80.0,55.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
77,281.0,28.0,11.0,0.0,0.0,52.0,55.0,54.0,57.0,73.0,58.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
74,285.0,26.0,0.0,0.0,0.0,52.0,54.0,45.0,58.0,75.0,55.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
74,285.0,26.0,0.0,0.0,0.0,52.0,46.0,56.0,42.0,78.0,55.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
75,310.0,22.0,3.0,0.0,0.0,52.0,57.0,68.0,64.0,76.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0
77,280.0,23.0,30.0,0.0,0.0,52.0,54.0,55.0,59.0,68.0,50.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
76,295.0,0.0,3.0,0.0,0.0,51.0,53.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,267.0,22.0,13.0,0.0,0.0,51.0,63.0,61.0,64.0,72.0,46.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
74,288.0,24.0,34.0,0.0,0.0,51.0,41.0,50.0,40.0,79.0,62.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
74,260.0,23.0,39.0,0.0,0.0,51.0,50.0,55.0,51.0,79.0,49.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0
74,298.0,26.0,12.0,0.0,0.0,50.0,44.0,50.0,43.0,78.0,55.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0
74,310.0,25.0,7.0,0.0,0.0,50.0,50.0,51.0,43.0,80.0,49.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0
76,275.0,31.0,9.0,0.0,0.0,50.0,53.0,49.0,58.0,71.0,50.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
76,285.0,27.0,14.0,0.0,0.0,50.0,57.0,46.0,57.0,70.0,56.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
77,290.0,29.0,0.0,0.0,0.0,48.0,55.0,49.0,57.0,68.0,53.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0
74,260.0,24.0,37.0,0.0,1.0,48.0,51.0,60.0,51.0,72.0,49.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0
77,292.0,26.0,5.0,0.0,0.0,46.0,55.0,48.0,51.0,68.0,47.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0
77,295.0,26.0,0.0,0.0,0.0,45.0,54.0,51.0,52.0,78.0,49.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
78,265.0,29.0,0.0,0.0,0.0,44.0,51.0,47.0,53.0,69.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0
77,278.0,30.0,0.0,0.0,0.0,42.0,56.0,46.0,55.0,69.0,51.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
