Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PMCV,PZCV,PPRS,PPRC,PJMP,PHTP
70,198.0,23.0,24.0,0.0,0.0,69.0,94.0,93.0,88.0,47.0,60.0,54.0,0.0,0.0,0.0,0.0,85.0,0.0
74,205.0,23.0,6.0,0.0,0.0,69.0,87.0,85.0,84.0,56.0,68.0,63.0,0.0,0.0,0.0,0.0,84.0,0.0
74,205.0,21.0,56.0,0.0,0.0,69.0,89.0,87.0,81.0,55.0,69.0,47.0,0.0,0.0,0.0,0.0,77.0,0.0
71,195.0,34.0,0.0,0.0,0.0,69.0,83.0,84.0,81.0,48.0,87.0,52.0,0.0,0.0,0.0,0.0,77.0,0.0
71,190.0,26.0,32.0,0.0,0.0,69.0,87.0,85.0,81.0,45.0,72.0,57.0,0.0,0.0,0.0,0.0,83.0,0.0
73,205.0,21.0,1.0,0.0,0.0,69.0,83.0,87.0,81.0,60.0,55.0,58.0,0.0,0.0,0.0,0.0,79.0,0.0
74,219.0,25.0,27.0,0.0,0.0,69.0,88.0,81.0,82.0,49.0,67.0,55.0,0.0,0.0,0.0,0.0,71.0,0.0
73,200.0,22.0,4.0,0.0,0.0,68.0,88.0,88.0,89.0,55.0,58.0,55.0,0.0,0.0,0.0,0.0,87.0,0.0
70,217.0,29.0,38.0,0.0,0.0,68.0,84.0,83.0,82.0,47.0,74.0,53.0,0.0,0.0,0.0,0.0,84.0,0.0
70,217.0,29.0,3.0,0.0,0.0,68.0,84.0,83.0,82.0,47.0,74.0,53.0,0.0,0.0,0.0,0.0,84.0,0.0
71,190.0,29.0,42.0,0.0,0.0,68.0,90.0,89.0,86.0,38.0,66.0,64.0,0.0,0.0,0.0,0.0,81.0,0.0
72,210.0,27.0,0.0,0.0,0.0,68.0,79.0,76.0,79.0,56.0,74.0,53.0,0.0,0.0,0.0,0.0,65.0,0.0
71,200.0,30.0,39.0,0.0,0.0,68.0,78.0,81.0,77.0,56.0,74.0,50.0,0.0,0.0,0.0,0.0,75.0,0.0
71,180.0,22.0,40.0,0.0,0.0,68.0,89.0,91.0,91.0,40.0,62.0,61.0,0.0,0.0,0.0,0.0,80.0,0.0
72,190.0,27.0,35.0,0.0,0.0,67.0,84.0,85.0,85.0,48.0,72.0,50.0,0.0,0.0,0.0,0.0,87.0,0.0
73,192.0,23.0,9.0,0.0,0.0,67.0,88.0,87.0,81.0,48.0,63.0,59.0,0.0,0.0,0.0,0.0,84.0,0.0
70,195.0,25.0,10.0,0.0,0.0,67.0,85.0,84.0,85.0,45.0,76.0,52.0,0.0,0.0,0.0,0.0,77.0,0.0
74,205.0,26.0,0.0,0.0,0.0,67.0,79.0,76.0,76.0,53.0,69.0,62.0,0.0,0.0,0.0,0.0,68.0,0.0
70,182.0,31.0,17.0,0.0,0.0,67.0,84.0,82.0,82.0,41.0,79.0,52.0,0.0,0.0,0.0,0.0,81.0,0.0
73,195.0,27.0,40.0,0.0,1.0,67.0,84.0,85.0,81.0,47.0,73.0,53.0,0.0,0.0,0.0,0.0,85.0,0.0
69,181.0,26.0,0.0,0.0,0.0,67.0,84.0,83.0,75.0,41.0,80.0,50.0,0.0,0.0,0.0,0.0,85.0,0.0
71,205.0,23.0,5.0,0.0,0.0,67.0,87.0,88.0,84.0,46.0,69.0,52.0,0.0,0.0,0.0,0.0,86.0,0.0
70,186.0,26.0,15.0,0.0,0.0,67.0,86.0,85.0,78.0,41.0,70.0,64.0,0.0,0.0,0.0,0.0,76.0,0.0
70,191.0,23.0,20.0,0.0,0.0,66.0,82.0,77.0,80.0,56.0,66.0,55.0,0.0,0.0,0.0,0.0,65.0,0.0
69,198.0,23.0,37.0,0.0,0.0,66.0,89.0,87.0,88.0,42.0,56.0,63.0,0.0,0.0,0.0,0.0,89.0,0.0
70,185.0,31.0,33.0,0.0,0.0,66.0,85.0,81.0,83.0,47.0,71.0,53.0,0.0,0.0,0.0,0.0,84.0,0.0
72,209.0,22.0,34.0,0.0,0.0,66.0,86.0,84.0,78.0,55.0,61.0,45.0,0.0,0.0,0.0,0.0,76.0,0.0
74,219.0,27.0,0.0,0.0,0.0,66.0,79.0,76.0,71.0,60.0,68.0,54.0,0.0,0.0,0.0,0.0,68.0,0.0
74,205.0,22.0,19.0,0.0,0.0,66.0,86.0,87.0,81.0,51.0,53.0,57.0,0.0,0.0,0.0,0.0,82.0,0.0
71,190.0,22.0,1.0,0.0,0.0,66.0,88.0,86.0,82.0,51.0,61.0,59.0,0.0,0.0,0.0,0.0,83.0,0.0
71,205.0,26.0,19.0,0.0,0.0,66.0,80.0,71.0,74.0,53.0,70.0,46.0,0.0,0.0,0.0,0.0,78.0,0.0
68,178.0,24.0,21.0,0.0,1.0,66.0,92.0,90.0,85.0,37.0,64.0,63.0,0.0,0.0,0.0,0.0,73.0,0.0
73,198.0,22.0,20.0,0.0,0.0,66.0,87.0,89.0,86.0,46.0,59.0,59.0,0.0,0.0,0.0,0.0,87.0,0.0
72,210.0,30.0,0.0,0.0,0.0,65.0,80.0,74.0,76.0,53.0,65.0,51.0,0.0,0.0,0.0,0.0,68.0,0.0
72,204.0,24.0,42.0,0.0,1.0,65.0,82.0,87.0,82.0,44.0,73.0,50.0,0.0,0.0,0.0,0.0,81.0,0.0
74,210.0,23.0,17.0,0.0,0.0,65.0,85.0,83.0,80.0,55.0,59.0,49.0,0.0,0.0,0.0,0.0,71.0,0.0
72,195.0,24.0,31.0,0.0,0.0,65.0,84.0,84.0,82.0,43.0,68.0,52.0,0.0,0.0,0.0,0.0,85.0,0.0
70,180.0,0.0,0.0,0.0,0.0,65.0,85.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,190.0,26.0,20.0,0.0,0.0,65.0,82.0,84.0,79.0,55.0,68.0,59.0,0.0,0.0,0.0,0.0,66.0,0.0
72,198.0,24.0,0.0,0.0,0.0,65.0,83.0,85.0,82.0,42.0,69.0,58.0,0.0,0.0,0.0,0.0,74.0,0.0
70,180.0,23.0,0.0,0.0,0.0,65.0,82.0,80.0,79.0,54.0,59.0,54.0,0.0,0.0,0.0,0.0,78.0,0.0
70,181.0,26.0,14.0,0.0,0.0,65.0,84.0,82.0,83.0,44.0,70.0,52.0,0.0,0.0,0.0,0.0,83.0,0.0
70,181.0,26.0,18.0,0.0,0.0,65.0,84.0,82.0,83.0,44.0,70.0,52.0,0.0,0.0,0.0,0.0,83.0,0.0
72,202.0,22.0,0.0,0.0,0.0,65.0,87.0,87.0,83.0,51.0,55.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0
72,202.0,22.0,46.0,0.0,0.0,65.0,87.0,87.0,83.0,51.0,55.0,58.0,0.0,0.0,0.0,0.0,88.0,0.0
70,175.0,22.0,31.0,0.0,0.0,65.0,88.0,89.0,87.0,42.0,59.0,58.0,0.0,0.0,0.0,0.0,78.0,0.0
70,190.0,24.0,33.0,0.0,0.0,64.0,85.0,83.0,81.0,47.0,68.0,52.0,0.0,0.0,0.0,0.0,83.0,0.0
71,193.0,24.0,36.0,0.0,0.0,64.0,87.0,86.0,82.0,43.0,65.0,50.0,0.0,0.0,0.0,0.0,80.0,0.0
72,196.0,23.0,32.0,0.0,0.0,64.0,79.0,72.0,79.0,59.0,65.0,52.0,0.0,0.0,0.0,0.0,71.0,0.0
72,196.0,23.0,0.0,0.0,0.0,64.0,79.0,72.0,79.0,59.0,65.0,52.0,0.0,0.0,0.0,0.0,71.0,0.0
70,180.0,0.0,6.0,0.0,0.0,64.0,84.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,199.0,26.0,8.0,0.0,0.0,64.0,79.0,78.0,74.0,51.0,67.0,54.0,0.0,0.0,0.0,0.0,69.0,0.0
71,204.0,23.0,2.0,0.0,0.0,64.0,79.0,83.0,78.0,56.0,56.0,51.0,0.0,0.0,0.0,0.0,70.0,0.0
70,195.0,23.0,30.0,0.0,1.0,63.0,86.0,83.0,84.0,51.0,61.0,51.0,0.0,0.0,0.0,0.0,80.0,0.0
73,203.0,22.0,9.0,0.0,0.0,63.0,78.0,82.0,71.0,53.0,60.0,51.0,0.0,0.0,0.0,0.0,67.0,0.0
72,190.0,22.0,14.0,0.0,0.0,63.0,86.0,86.0,86.0,50.0,55.0,54.0,0.0,0.0,0.0,0.0,85.0,0.0
71,186.0,23.0,0.0,0.0,0.0,63.0,81.0,80.0,82.0,40.0,68.0,57.0,0.0,0.0,0.0,0.0,82.0,0.0
69,178.0,25.0,0.0,0.0,0.0,63.0,81.0,83.0,79.0,43.0,70.0,50.0,0.0,0.0,0.0,0.0,84.0,0.0
71,195.0,26.0,59.0,0.0,1.0,62.0,86.0,82.0,81.0,43.0,65.0,52.0,0.0,0.0,0.0,0.0,82.0,0.0
69,182.0,31.0,7.0,0.0,0.0,62.0,82.0,79.0,72.0,53.0,70.0,50.0,0.0,0.0,0.0,0.0,64.0,0.0
69,173.0,23.0,4.0,0.0,0.0,62.0,86.0,86.0,86.0,42.0,60.0,55.0,0.0,0.0,0.0,0.0,75.0,0.0
72,190.0,22.0,0.0,0.0,0.0,62.0,86.0,86.0,84.0,49.0,59.0,51.0,0.0,0.0,0.0,0.0,85.0,0.0
75,205.0,24.0,39.0,0.0,0.0,62.0,80.0,78.0,78.0,55.0,62.0,52.0,0.0,0.0,0.0,0.0,70.0,0.0
71,185.0,25.0,0.0,0.0,0.0,62.0,75.0,80.0,80.0,49.0,59.0,55.0,0.0,0.0,0.0,0.0,57.0,0.0
69,185.0,29.0,17.0,0.0,0.0,62.0,84.0,80.0,83.0,44.0,66.0,50.0,0.0,0.0,0.0,0.0,87.0,0.0
73,195.0,22.0,23.0,0.0,0.0,62.0,87.0,87.0,90.0,49.0,49.0,58.0,0.0,0.0,0.0,0.0,86.0,0.0
70,185.0,23.0,1.0,0.0,0.0,62.0,84.0,87.0,83.0,48.0,58.0,60.0,0.0,0.0,0.0,0.0,73.0,0.0
73,188.0,26.0,17.0,0.0,0.0,62.0,82.0,80.0,80.0,48.0,61.0,59.0,0.0,0.0,0.0,0.0,70.0,0.0
73,188.0,26.0,11.0,0.0,0.0,62.0,82.0,80.0,80.0,48.0,61.0,59.0,0.0,0.0,0.0,0.0,70.0,0.0
70,200.0,23.0,34.0,0.0,0.0,61.0,87.0,85.0,81.0,45.0,60.0,54.0,0.0,0.0,0.0,0.0,79.0,0.0
72,204.0,30.0,25.0,0.0,0.0,61.0,72.0,75.0,74.0,55.0,65.0,44.0,0.0,0.0,0.0,0.0,81.0,0.0
70,199.0,28.0,27.0,0.0,0.0,61.0,74.0,72.0,77.0,54.0,55.0,62.0,0.0,0.0,0.0,0.0,77.0,0.0
71,186.0,24.0,0.0,0.0,0.0,61.0,83.0,78.0,83.0,55.0,62.0,40.0,0.0,0.0,0.0,0.0,76.0,0.0
70,191.0,24.0,0.0,0.0,0.0,61.0,77.0,71.0,76.0,55.0,65.0,45.0,0.0,0.0,0.0,0.0,72.0,0.0
72,210.0,34.0,40.0,0.0,0.0,61.0,78.0,71.0,70.0,53.0,61.0,57.0,0.0,0.0,0.0,0.0,75.0,0.0
68,184.0,27.0,21.0,0.0,0.0,61.0,84.0,80.0,80.0,43.0,72.0,49.0,0.0,0.0,0.0,0.0,73.0,0.0
71,201.0,27.0,0.0,0.0,0.0,61.0,82.0,76.0,76.0,54.0,73.0,39.0,0.0,0.0,0.0,0.0,59.0,0.0
70,196.0,24.0,0.0,0.0,0.0,61.0,83.0,85.0,84.0,43.0,62.0,49.0,0.0,0.0,0.0,0.0,84.0,0.0
71,188.0,23.0,38.0,0.0,0.0,60.0,86.0,83.0,82.0,52.0,58.0,49.0,0.0,0.0,0.0,0.0,83.0,0.0
70,170.0,25.0,0.0,0.0,0.0,60.0,84.0,82.0,82.0,41.0,62.0,49.0,0.0,0.0,0.0,0.0,82.0,0.0
72,198.0,29.0,24.0,0.0,0.0,60.0,82.0,78.0,81.0,40.0,71.0,50.0,0.0,0.0,0.0,0.0,79.0,0.0
73,195.0,22.0,13.0,0.0,0.0,60.0,83.0,79.0,74.0,59.0,58.0,45.0,0.0,0.0,0.0,0.0,69.0,0.0
74,213.0,25.0,7.0,0.0,0.0,60.0,81.0,76.0,77.0,55.0,61.0,49.0,0.0,0.0,0.0,0.0,68.0,0.0
71,197.0,26.0,10.0,0.0,0.0,60.0,83.0,80.0,81.0,40.0,68.0,51.0,0.0,0.0,0.0,0.0,78.0,0.0
69,190.0,26.0,6.0,0.0,0.0,60.0,81.0,79.0,74.0,52.0,62.0,62.0,0.0,0.0,0.0,0.0,73.0,0.0
75,216.0,32.0,26.0,0.0,0.0,60.0,83.0,82.0,81.0,39.0,75.0,48.0,0.0,0.0,0.0,0.0,72.0,0.0
69,185.0,23.0,7.0,0.0,0.0,60.0,85.0,79.0,84.0,46.0,65.0,51.0,0.0,0.0,0.0,0.0,76.0,0.0
73,198.0,24.0,0.0,0.0,0.0,59.0,84.0,82.0,84.0,47.0,58.0,50.0,0.0,0.0,0.0,0.0,84.0,0.0
73,198.0,24.0,1.0,0.0,0.0,59.0,84.0,82.0,84.0,47.0,58.0,50.0,0.0,0.0,0.0,0.0,84.0,0.0
71,190.0,23.0,4.0,0.0,0.0,59.0,82.0,84.0,87.0,43.0,52.0,56.0,0.0,0.0,0.0,0.0,89.0,0.0
72,205.0,23.0,23.0,0.0,0.0,59.0,78.0,73.0,75.0,54.0,64.0,52.0,0.0,0.0,0.0,0.0,65.0,0.0
72,200.0,22.0,1.0,0.0,0.0,59.0,79.0,72.0,76.0,59.0,51.0,51.0,0.0,0.0,0.0,0.0,76.0,0.0
72,190.0,24.0,22.0,0.0,0.0,59.0,91.0,84.0,85.0,45.0,49.0,52.0,0.0,0.0,0.0,0.0,82.0,0.0
72,190.0,24.0,24.0,0.0,0.0,59.0,91.0,84.0,85.0,45.0,49.0,52.0,0.0,0.0,0.0,0.0,82.0,0.0
71,215.0,23.0,18.0,0.0,0.0,59.0,80.0,77.0,76.0,53.0,60.0,51.0,0.0,0.0,0.0,0.0,60.0,0.0
71,195.0,21.0,12.0,0.0,0.0,59.0,89.0,89.0,81.0,47.0,50.0,51.0,0.0,0.0,0.0,0.0,87.0,0.0
68,170.0,26.0,7.0,0.0,0.0,59.0,84.0,82.0,82.0,40.0,66.0,46.0,0.0,0.0,0.0,0.0,79.0,0.0
72,170.0,25.0,0.0,0.0,0.0,59.0,81.0,76.0,84.0,42.0,61.0,50.0,0.0,0.0,0.0,0.0,67.0,0.0
73,211.0,25.0,0.0,0.0,0.0,59.0,83.0,77.0,85.0,51.0,51.0,54.0,0.0,0.0,0.0,0.0,74.0,0.0
70,190.0,23.0,16.0,0.0,0.0,59.0,89.0,91.0,86.0,42.0,49.0,51.0,0.0,0.0,0.0,0.0,81.0,0.0
70,210.0,23.0,5.0,0.0,0.0,59.0,81.0,79.0,81.0,54.0,57.0,54.0,0.0,0.0,0.0,0.0,63.0,0.0
69,180.0,22.0,26.0,0.0,0.0,58.0,86.0,82.0,82.0,44.0,53.0,52.0,0.0,0.0,0.0,0.0,82.0,0.0
73,210.0,24.0,0.0,0.0,0.0,58.0,80.0,85.0,75.0,54.0,54.0,50.0,0.0,0.0,0.0,0.0,76.0,0.0
72,200.0,23.0,14.0,0.0,0.0,58.0,87.0,88.0,81.0,49.0,54.0,52.0,0.0,0.0,0.0,0.0,85.0,0.0
73,210.0,22.0,8.0,0.0,0.0,58.0,82.0,76.0,79.0,56.0,54.0,52.0,0.0,0.0,0.0,0.0,69.0,0.0
75,220.0,23.0,0.0,0.0,0.0,58.0,74.0,70.0,71.0,58.0,62.0,50.0,0.0,0.0,0.0,0.0,69.0,0.0
74,215.0,21.0,68.0,1.0,5.0,58.0,79.0,83.0,76.0,57.0,52.0,49.0,0.0,0.0,0.0,0.0,73.0,0.0
70,218.0,23.0,6.0,0.0,0.0,58.0,86.0,86.0,82.0,55.0,49.0,45.0,0.0,0.0,0.0,0.0,70.0,0.0
70,175.0,24.0,0.0,0.0,0.0,58.0,84.0,79.0,84.0,43.0,58.0,55.0,0.0,0.0,0.0,0.0,74.0,0.0
70,191.0,21.0,0.0,0.0,0.0,58.0,89.0,91.0,81.0,44.0,54.0,49.0,0.0,0.0,0.0,0.0,77.0,0.0
72,203.0,23.0,5.0,0.0,0.0,58.0,78.0,74.0,76.0,55.0,60.0,49.0,0.0,0.0,0.0,0.0,72.0,0.0
67,170.0,30.0,35.0,0.0,0.0,58.0,84.0,82.0,82.0,43.0,59.0,50.0,0.0,0.0,0.0,0.0,84.0,0.0
70,175.0,28.0,0.0,0.0,0.0,58.0,83.0,78.0,81.0,46.0,63.0,50.0,0.0,0.0,0.0,0.0,79.0,0.0
70,175.0,28.0,0.0,0.0,0.0,58.0,83.0,78.0,81.0,46.0,63.0,50.0,0.0,0.0,0.0,0.0,79.0,0.0
69,175.0,22.0,12.0,0.0,0.0,58.0,84.0,82.0,81.0,46.0,63.0,52.0,0.0,0.0,0.0,0.0,76.0,0.0
72,206.0,28.0,9.0,0.0,0.0,58.0,75.0,73.0,73.0,55.0,60.0,53.0,0.0,0.0,0.0,0.0,64.0,0.0
73,187.0,23.0,0.0,0.0,0.0,58.0,77.0,79.0,76.0,46.0,58.0,50.0,0.0,0.0,0.0,0.0,55.0,0.0
72,190.0,23.0,0.0,0.0,0.0,58.0,84.0,80.0,80.0,41.0,61.0,50.0,0.0,0.0,0.0,0.0,81.0,0.0
69,200.0,32.0,17.0,0.0,0.0,58.0,76.0,67.0,71.0,53.0,65.0,47.0,0.0,0.0,0.0,0.0,65.0,0.0
71,215.0,24.0,0.0,0.0,0.0,58.0,76.0,72.0,70.0,53.0,65.0,48.0,0.0,0.0,0.0,0.0,66.0,0.0
70,191.0,23.0,0.0,0.0,0.0,58.0,79.0,74.0,71.0,54.0,62.0,48.0,0.0,0.0,0.0,0.0,67.0,0.0
71,210.0,25.0,0.0,0.0,0.0,58.0,76.0,75.0,74.0,54.0,62.0,53.0,0.0,0.0,0.0,0.0,63.0,0.0
70,190.0,22.0,31.0,0.0,0.0,57.0,82.0,80.0,81.0,47.0,64.0,48.0,0.0,0.0,0.0,0.0,80.0,0.0
72,212.0,24.0,0.0,0.0,0.0,57.0,86.0,80.0,78.0,52.0,60.0,43.0,0.0,0.0,0.0,0.0,64.0,0.0
73,190.0,23.0,13.0,0.0,0.0,57.0,85.0,85.0,75.0,50.0,55.0,50.0,0.0,0.0,0.0,0.0,86.0,0.0
70,181.0,25.0,3.0,0.0,0.0,57.0,83.0,78.0,80.0,40.0,60.0,50.0,0.0,0.0,0.0,0.0,86.0,0.0
69,190.0,28.0,10.0,0.0,0.0,57.0,82.0,80.0,80.0,43.0,68.0,44.0,0.0,0.0,0.0,0.0,71.0,0.0
75,219.0,25.0,5.0,0.0,0.0,57.0,76.0,71.0,74.0,46.0,54.0,58.0,0.0,0.0,0.0,0.0,65.0,0.0
73,208.0,24.0,0.0,0.0,0.0,57.0,84.0,80.0,83.0,48.0,58.0,51.0,0.0,0.0,0.0,0.0,74.0,0.0
73,210.0,24.0,7.0,0.0,0.0,57.0,75.0,72.0,78.0,50.0,62.0,49.0,0.0,0.0,0.0,0.0,69.0,0.0
71,196.0,29.0,0.0,0.0,0.0,57.0,77.0,72.0,77.0,54.0,53.0,41.0,0.0,0.0,0.0,0.0,85.0,0.0
71,190.0,24.0,0.0,0.0,0.0,57.0,79.0,77.0,81.0,51.0,57.0,56.0,0.0,0.0,0.0,0.0,76.0,0.0
71,175.0,22.0,5.0,0.0,0.0,56.0,85.0,84.0,84.0,48.0,51.0,48.0,0.0,0.0,0.0,0.0,83.0,0.0
72,205.0,24.0,38.0,0.0,0.0,56.0,84.0,86.0,84.0,47.0,50.0,50.0,0.0,0.0,0.0,0.0,80.0,0.0
71,204.0,23.0,14.0,0.0,0.0,56.0,75.0,70.0,75.0,54.0,59.0,53.0,0.0,0.0,0.0,0.0,65.0,0.0
68,195.0,22.0,29.0,0.0,0.0,56.0,83.0,83.0,84.0,44.0,58.0,48.0,0.0,0.0,0.0,0.0,73.0,0.0
68,170.0,30.0,24.0,0.0,0.0,56.0,85.0,81.0,84.0,38.0,47.0,56.0,0.0,0.0,0.0,0.0,81.0,0.0
70,182.0,31.0,21.0,0.0,0.0,56.0,82.0,78.0,76.0,41.0,68.0,44.0,0.0,0.0,0.0,0.0,79.0,0.0
70,187.0,27.0,6.0,0.0,0.0,56.0,79.0,80.0,81.0,38.0,60.0,62.0,0.0,0.0,0.0,0.0,71.0,0.0
70,187.0,27.0,19.0,0.0,0.0,56.0,79.0,80.0,81.0,38.0,60.0,62.0,0.0,0.0,0.0,0.0,71.0,0.0
72,206.0,27.0,0.0,0.0,0.0,56.0,76.0,73.0,73.0,54.0,66.0,39.0,0.0,0.0,0.0,0.0,61.0,0.0
72,206.0,27.0,24.0,0.0,0.0,56.0,76.0,73.0,73.0,54.0,66.0,39.0,0.0,0.0,0.0,0.0,61.0,0.0
73,195.0,21.0,1.0,0.0,0.0,56.0,85.0,84.0,82.0,43.0,49.0,51.0,0.0,0.0,0.0,0.0,82.0,0.0
73,210.0,23.0,13.0,0.0,0.0,56.0,78.0,75.0,80.0,54.0,49.0,48.0,0.0,0.0,0.0,0.0,66.0,0.0
72,210.0,23.0,3.0,0.0,0.0,55.0,79.0,75.0,80.0,56.0,49.0,55.0,0.0,0.0,0.0,0.0,73.0,0.0
72,190.0,23.0,22.0,0.0,0.0,55.0,81.0,74.0,79.0,52.0,50.0,51.0,0.0,0.0,0.0,0.0,68.0,0.0
72,210.0,24.0,1.0,0.0,0.0,55.0,77.0,70.0,75.0,51.0,55.0,55.0,0.0,0.0,0.0,0.0,64.0,0.0
72,191.0,27.0,0.0,0.0,0.0,55.0,78.0,75.0,76.0,48.0,64.0,48.0,0.0,0.0,0.0,0.0,66.0,0.0
72,196.0,23.0,13.0,0.0,0.0,55.0,83.0,75.0,79.0,55.0,53.0,51.0,0.0,0.0,0.0,0.0,61.0,0.0
69,181.0,24.0,0.0,0.0,0.0,55.0,81.0,79.0,81.0,45.0,55.0,47.0,0.0,0.0,0.0,0.0,90.0,0.0
71,185.0,29.0,20.0,0.0,0.0,55.0,85.0,80.0,79.0,44.0,55.0,49.0,0.0,0.0,0.0,0.0,77.0,0.0
74,202.0,24.0,0.0,0.0,0.0,55.0,77.0,75.0,72.0,50.0,59.0,45.0,0.0,0.0,0.0,0.0,63.0,0.0
73,212.0,27.0,1.0,0.0,0.0,55.0,75.0,75.0,73.0,56.0,55.0,41.0,0.0,0.0,0.0,0.0,72.0,0.0
75,187.0,23.0,0.0,0.0,0.0,55.0,80.0,78.0,80.0,44.0,46.0,50.0,0.0,0.0,0.0,0.0,78.0,0.0
70,187.0,23.0,3.0,0.0,0.0,55.0,80.0,80.0,79.0,48.0,49.0,50.0,0.0,0.0,0.0,0.0,64.0,0.0
72,176.0,27.0,0.0,0.0,0.0,55.0,80.0,74.0,79.0,54.0,67.0,39.0,0.0,0.0,0.0,0.0,82.0,0.0
72,211.0,25.0,19.0,0.0,0.0,55.0,78.0,82.0,65.0,51.0,65.0,42.0,0.0,0.0,0.0,0.0,58.0,0.0
73,190.0,23.0,3.0,0.0,0.0,55.0,75.0,76.0,82.0,58.0,52.0,42.0,0.0,0.0,0.0,0.0,69.0,0.0
71,199.0,24.0,0.0,0.0,0.0,55.0,90.0,88.0,84.0,43.0,47.0,49.0,0.0,0.0,0.0,0.0,75.0,0.0
71,199.0,24.0,9.0,0.0,0.0,55.0,90.0,88.0,84.0,43.0,47.0,49.0,0.0,0.0,0.0,0.0,75.0,0.0
72,175.0,23.0,1.0,0.0,0.0,54.0,84.0,84.0,83.0,60.0,49.0,46.0,0.0,0.0,0.0,0.0,79.0,0.0
71,187.0,23.0,0.0,0.0,0.0,54.0,74.0,80.0,76.0,56.0,47.0,44.0,0.0,0.0,0.0,0.0,70.0,0.0
71,187.0,23.0,7.0,0.0,0.0,54.0,74.0,80.0,76.0,56.0,47.0,44.0,0.0,0.0,0.0,0.0,70.0,0.0
71,200.0,23.0,6.0,0.0,0.0,54.0,72.0,75.0,70.0,54.0,52.0,49.0,0.0,0.0,0.0,0.0,65.0,0.0
73,206.0,25.0,0.0,0.0,0.0,54.0,78.0,70.0,79.0,52.0,58.0,38.0,0.0,0.0,0.0,0.0,69.0,0.0
72,203.0,24.0,18.0,0.0,0.0,54.0,72.0,71.0,78.0,58.0,53.0,49.0,0.0,0.0,0.0,0.0,68.0,0.0
72,203.0,24.0,9.0,0.0,0.0,54.0,72.0,71.0,78.0,58.0,53.0,49.0,0.0,0.0,0.0,0.0,68.0,0.0
71,192.0,22.0,0.0,0.0,0.0,53.0,85.0,82.0,69.0,49.0,52.0,51.0,0.0,0.0,0.0,0.0,76.0,0.0
69,172.0,26.0,0.0,0.0,0.0,53.0,82.0,79.0,75.0,42.0,50.0,54.0,0.0,0.0,0.0,0.0,80.0,0.0
70,175.0,22.0,4.0,0.0,0.0,53.0,88.0,86.0,84.0,41.0,45.0,49.0,0.0,0.0,0.0,0.0,81.0,0.0
70,195.0,27.0,2.0,0.0,0.0,53.0,77.0,72.0,74.0,53.0,53.0,51.0,0.0,0.0,0.0,0.0,64.0,0.0
70,178.0,24.0,25.0,0.0,0.0,53.0,83.0,79.0,80.0,43.0,55.0,47.0,0.0,0.0,0.0,0.0,82.0,0.0
71,175.0,23.0,12.0,0.0,0.0,53.0,84.0,81.0,81.0,39.0,51.0,49.0,0.0,0.0,0.0,0.0,76.0,0.0
73,198.0,26.0,7.0,0.0,0.0,53.0,73.0,72.0,74.0,53.0,55.0,48.0,0.0,0.0,0.0,0.0,63.0,0.0
72,195.0,25.0,0.0,0.0,0.0,53.0,81.0,76.0,78.0,57.0,54.0,48.0,0.0,0.0,0.0,0.0,70.0,0.0
74,210.0,28.0,0.0,0.0,0.0,53.0,78.0,70.0,69.0,52.0,60.0,47.0,0.0,0.0,0.0,0.0,62.0,0.0
68,188.0,24.0,10.0,0.0,0.0,53.0,83.0,81.0,81.0,39.0,54.0,49.0,0.0,0.0,0.0,0.0,79.0,0.0
72,190.0,24.0,0.0,0.0,0.0,52.0,77.0,75.0,77.0,44.0,55.0,49.0,0.0,0.0,0.0,0.0,66.0,0.0
71,197.0,23.0,5.0,0.0,0.0,52.0,79.0,74.0,73.0,54.0,49.0,53.0,0.0,0.0,0.0,0.0,61.0,0.0
70,195.0,25.0,0.0,0.0,0.0,52.0,77.0,72.0,70.0,50.0,55.0,45.0,0.0,0.0,0.0,0.0,80.0,0.0
70,195.0,25.0,0.0,0.0,0.0,52.0,77.0,72.0,70.0,50.0,55.0,45.0,0.0,0.0,0.0,0.0,80.0,0.0
70,195.0,25.0,0.0,0.0,0.0,52.0,77.0,72.0,70.0,50.0,55.0,45.0,0.0,0.0,0.0,0.0,80.0,0.0
71,195.0,24.0,35.0,0.0,0.0,52.0,83.0,84.0,78.0,50.0,52.0,55.0,0.0,0.0,0.0,0.0,51.0,0.0
71,185.0,23.0,2.0,0.0,0.0,52.0,80.0,79.0,80.0,52.0,49.0,49.0,0.0,0.0,0.0,0.0,73.0,0.0
70,187.0,23.0,6.0,0.0,0.0,51.0,81.0,78.0,81.0,41.0,53.0,48.0,0.0,0.0,0.0,0.0,78.0,0.0
72,210.0,26.0,0.0,0.0,0.0,51.0,79.0,72.0,76.0,55.0,49.0,45.0,0.0,0.0,0.0,0.0,77.0,0.0
74,190.0,22.0,3.0,0.0,0.0,51.0,86.0,83.0,75.0,40.0,49.0,46.0,0.0,0.0,0.0,0.0,82.0,0.0
71,200.0,25.0,4.0,0.0,0.0,51.0,78.0,68.0,74.0,55.0,54.0,46.0,0.0,0.0,0.0,0.0,69.0,0.0
