2025-11-05 14:36:18 - Starting Chrome browser...
2025-11-05 14:36:20 - 
Processing 1970...
2025-11-05 14:36:20 -   Scraping: crd 1970...
2025-11-06 08:01:10 -     Found 48 players
2025-11-06 08:01:17 -     Found 50 players
2025-11-06 08:01:25 -     Found 51 players
2025-11-06 08:01:31 -     Found 53 players
2025-11-06 08:01:37 -     Found 48 players
2025-11-06 08:01:43 -     Found 47 players
2025-11-06 08:01:48 -     Found 52 players
2025-11-06 08:01:54 -     Found 51 players
2025-11-06 08:01:59 -     Found 51 players
2025-11-06 08:02:07 -     Found 49 players
2025-11-06 08:02:13 -     Found 50 players
2025-11-06 08:02:19 -     Found 51 players
2025-11-06 08:02:26 -     Found 54 players
2025-11-06 08:02:30 -     Found 52 players
2025-11-06 08:02:34 -     Found 52 players
2025-11-06 08:02:37 -     Found 52 players
2025-11-06 08:02:41 -   >> Checkpoint saved: 60952 players
2025-11-06 08:02:41 - 
Processing 1978...
2025-11-06 08:02:50 -     Found 59 players
2025-11-06 08:02:57 -     Found 53 players
2025-11-06 08:03:11 -     Found 53 players
2025-11-06 08:03:23 -     Found 50 players
2025-11-06 08:03:30 -     Found 50 players
2025-11-06 08:03:34 -     Found 50 players
2025-11-06 08:03:39 -     Found 49 players
2025-11-06 08:03:42 -     Found 50 players
2025-11-06 08:03:50 -     Found 59 players
2025-11-06 08:03:54 -     Found 50 players
2025-11-06 08:04:00 -     Found 52 players
2025-11-06 08:04:03 -     Found 50 players
2025-11-06 08:04:11 -     Found 52 players
2025-11-06 08:04:17 -     Found 52 players
2025-11-06 08:04:24 -     Found 52 players
2025-11-06 08:04:31 -     Found 54 players
2025-11-06 08:04:37 -     Found 51 players
2025-11-06 08:04:43 -     Found 50 players
2025-11-06 08:04:49 -     Found 55 players
2025-11-06 08:04:54 -     Found 56 players
2025-11-06 08:05:01 -     Found 50 players
2025-11-06 08:05:08 -     Found 53 players
2025-11-06 08:05:13 -     Found 54 players
2025-11-06 08:05:19 -     Found 49 players
2025-11-06 08:05:23 -     Found 52 players
2025-11-06 08:05:31 -     Found 49 players
2025-11-06 08:05:36 -     Found 61 players
2025-11-06 08:05:44 -     Found 52 players
2025-11-06 08:05:48 -     Found 52 players
2025-11-06 08:05:51 -   >> Checkpoint saved: 62471 players
2025-11-06 08:05:51 - 
Processing 1979...
2025-11-06 08:05:55 -     Found 55 players
2025-11-06 08:06:01 -     Found 51 players
2025-11-06 08:06:16 -     Found 52 players
2025-11-06 08:06:28 -     Found 53 players
2025-11-06 08:06:33 -     Found 49 players
2025-11-06 08:06:38 -     Found 48 players
2025-11-06 08:06:42 -     Found 48 players
2025-11-06 08:06:48 -     Found 50 players
2025-11-06 08:06:53 -     Found 60 players
2025-11-06 08:06:58 -     Found 59 players
2025-11-06 08:07:05 -     Found 54 players
2025-11-06 08:07:12 -     Found 50 players
2025-11-06 08:07:21 -     Found 53 players
2025-11-06 08:07:27 -     Found 51 players
2025-11-06 08:07:32 -     Found 57 players
2025-11-06 08:07:40 -     Found 53 players
2025-11-06 08:07:43 -     Found 51 players
2025-11-06 08:07:47 -     Found 51 players
2025-11-06 08:07:53 -     Found 52 players
2025-11-06 08:07:59 -     Found 51 players
2025-11-06 08:08:06 -     Found 61 players
2025-11-06 08:08:09 -     Found 55 players
2025-11-06 08:08:17 -     Found 51 players
2025-11-06 08:08:24 -     Found 47 players
2025-11-06 08:08:30 -     Found 55 players
2025-11-06 08:08:38 -     Found 52 players
2025-11-06 08:08:42 -     Found 47 players
2025-11-06 08:08:50 -     Found 54 players
2025-11-06 08:08:58 -     Found 50 players
2025-11-06 08:08:59 -   >> Checkpoint saved: 63991 players
2025-11-06 08:08:59 - 
Processing 1980...
2025-11-06 08:09:07 -     Found 59 players
2025-11-06 08:09:14 -     Found 51 players
2025-11-06 08:09:31 -     Found 51 players
2025-11-06 08:09:44 -     Found 49 players
2025-11-06 08:09:50 -     Found 53 players
2025-11-06 08:09:56 -     Found 50 players
2025-11-06 08:10:03 -     Found 49 players
2025-11-06 08:10:09 -     Found 54 players
2025-11-06 08:10:14 -     Found 61 players
2025-11-06 08:10:18 -     Found 62 players
2025-11-06 08:10:22 -     Found 54 players
2025-11-06 08:10:29 -     Found 51 players
2025-11-06 08:10:43 -     Found 57 players
2025-11-06 08:10:47 -     Found 53 players
2025-11-06 08:10:54 -     Found 54 players
2025-11-06 08:11:02 -     Found 53 players
2025-11-06 08:11:10 -     Found 54 players
2025-11-06 08:11:14 -     Found 52 players
2025-11-06 08:11:21 -     Found 49 players
2025-11-06 08:11:28 -     Found 58 players
2025-11-06 08:11:32 -     Found 69 players
2025-11-06 08:11:36 -     Found 54 players
2025-11-06 08:11:43 -     Found 53 players
2025-11-06 08:11:50 -     Found 50 players
2025-11-06 08:11:56 -     Found 61 players
2025-11-06 08:12:01 -     Found 50 players
2025-11-06 08:12:05 -     Found 51 players
2025-11-06 08:12:11 -     Found 54 players
2025-11-06 08:12:15 -     Found 52 players
2025-11-06 08:12:16 -   >> Checkpoint saved: 65559 players
2025-11-06 08:12:16 - 
Processing 1981...
2025-11-06 08:12:19 -     Found 60 players
2025-11-06 08:12:24 -     Found 49 players
2025-11-06 08:12:40 -     Found 50 players
2025-11-06 08:12:46 -     Found 54 players
2025-11-06 08:12:52 -     Found 52 players
2025-11-06 08:12:55 -     Found 51 players
2025-11-06 08:13:02 -     Found 48 players
2025-11-06 08:13:10 -     Found 47 players
2025-11-06 08:13:14 -     Found 52 players
2025-11-06 08:13:21 -     Found 56 players
2025-11-06 08:13:27 -     Found 51 players
2025-11-06 08:13:33 -     Found 52 players
2025-11-06 08:13:45 -     Found 59 players
2025-11-06 08:13:52 -     Found 55 players
2025-11-06 08:13:57 -     Found 54 players
2025-11-06 08:14:03 -     Found 53 players
2025-11-06 08:14:10 -     Found 53 players
2025-11-06 08:14:17 -     Found 49 players
2025-11-06 08:14:25 -     Found 54 players
2025-11-06 08:14:30 -     Found 54 players
2025-11-06 08:14:36 -     Found 54 players
2025-11-06 08:14:40 -     Found 51 players
2025-11-06 08:14:47 -     Found 53 players
2025-11-06 08:14:54 -     Found 49 players
2025-11-06 08:14:59 -     Found 55 players
2025-11-06 08:15:03 -     Found 56 players
2025-11-06 08:15:09 -     Found 50 players
2025-11-06 08:15:13 -     Found 51 players
2025-11-06 08:15:21 -     Found 61 players
2025-11-06 08:15:23 -   >> Checkpoint saved: 67092 players
2025-11-06 08:15:23 - 
Processing 1982...
2025-11-06 08:15:27 -     Found 56 players
2025-11-06 08:15:34 -     Found 52 players
2025-11-06 08:15:54 -     Found 55 players
2025-11-06 08:16:05 -     Found 54 players
2025-11-06 08:16:13 -     Found 52 players
2025-11-06 08:16:18 -     Found 53 players
2025-11-06 08:16:26 -     Found 49 players
2025-11-06 08:16:34 -     Found 52 players
2025-11-06 08:16:40 -     Found 57 players
2025-11-06 08:16:47 -     Found 53 players
2025-11-06 08:16:54 -     Found 52 players
2025-11-06 08:17:00 -     Found 56 players
2025-11-06 08:17:12 -     Found 56 players
2025-11-06 08:17:17 -     Found 52 players
2025-11-06 08:17:23 -     Found 54 players
2025-11-06 08:17:30 -     Found 54 players
2025-11-06 08:17:37 -     Found 53 players
2025-11-06 08:17:44 -     Found 54 players
2025-11-06 08:17:51 -     Found 56 players
2025-11-06 08:17:57 -     Found 53 players
2025-11-06 08:18:05 -     Found 54 players
2025-11-06 08:18:12 -     Found 52 players
2025-11-06 08:18:16 -     Found 53 players
2025-11-06 08:18:21 -     Found 54 players
2025-11-06 08:18:28 -     Found 56 players
2025-11-06 08:18:35 -     Found 52 players
2025-11-06 08:18:43 -     Found 52 players
2025-11-06 08:18:50 -     Found 52 players
2025-11-06 08:18:54 -     Found 52 players
2025-11-06 08:18:55 -   >> Checkpoint saved: 68642 players
2025-11-06 08:18:55 - 
Processing 1983...
2025-11-06 08:19:00 -     Found 58 players
2025-11-06 08:19:04 -     Found 56 players
2025-11-06 08:19:22 -     Found 58 players
2025-11-06 08:19:31 -     Found 58 players
2025-11-06 08:19:34 -     Found 53 players
2025-11-06 08:19:40 -     Found 51 players
2025-11-06 08:19:44 -     Found 53 players
2025-11-06 08:19:51 -     Found 58 players
2025-11-06 08:19:55 -     Found 53 players
2025-11-06 08:20:01 -     Found 59 players
2025-11-06 08:20:08 -     Found 60 players
2025-11-06 08:20:13 -     Found 58 players
2025-11-06 08:20:21 -     Found 56 players
2025-11-06 08:20:25 -     Found 57 players
2025-11-06 08:20:28 -     Found 57 players
2025-11-06 08:20:32 -     Found 57 players
2025-11-06 08:20:37 -     Found 54 players
2025-11-06 08:20:44 -     Found 56 players
2025-11-06 08:20:48 -     Found 59 players
2025-11-06 08:20:56 -     Found 55 players
2025-11-06 08:21:01 -     Found 63 players
2025-11-06 08:21:04 -     Found 55 players
2025-11-06 08:21:11 -     Found 55 players
2025-11-06 08:21:18 -     Found 55 players
2025-11-06 08:21:23 -     Found 59 players
2025-11-06 08:21:27 -     Found 55 players
2025-11-06 08:21:33 -     Found 62 players
2025-11-06 08:21:39 -     Found 60 players
2025-11-06 08:21:44 -     Found 53 players
2025-11-06 08:21:52 -   >> Checkpoint saved: 70285 players
2025-11-06 08:21:52 - 
Processing 1984...
2025-11-06 08:21:58 -     Found 58 players
2025-11-06 08:22:04 -     Found 60 players
2025-11-06 08:22:25 -     Found 62 players
2025-11-06 08:22:35 -     Found 55 players
2025-11-06 08:22:43 -     Found 55 players
2025-11-06 08:22:49 -     Found 58 players
2025-11-06 08:22:56 -     Found 58 players
2025-11-06 08:23:02 -     Found 55 players
2025-11-06 08:23:08 -     Found 57 players
2025-11-06 08:23:15 -     Found 59 players
2025-11-06 08:23:22 -     Found 58 players
2025-11-06 08:23:28 -     Found 61 players
2025-11-06 08:23:39 -     Found 56 players
2025-11-06 08:23:44 -     Found 66 players
2025-11-06 08:23:50 -     Found 57 players
2025-11-06 08:23:54 -     Found 61 players
2025-11-06 08:24:01 -     Found 56 players
2025-11-06 08:24:09 -     Found 63 players
2025-11-06 08:24:12 -     Found 57 players
2025-11-06 08:24:17 -     Found 58 players
2025-11-06 08:24:21 -     Found 51 players
2025-11-06 08:24:26 -     Found 58 players
2025-11-06 08:24:30 -     Found 54 players
2025-11-06 08:24:35 -     Found 58 players
2025-11-06 08:24:42 -     Found 57 players
2025-11-06 08:24:45 -     Found 58 players
2025-11-06 08:24:52 -     Found 62 players
2025-11-06 08:25:00 -     Found 58 players
2025-11-06 08:25:05 -     Found 63 players
2025-11-06 08:25:08 -   >> Checkpoint saved: 71974 players
2025-11-06 08:25:08 - 
Processing 1985...
2025-11-06 08:25:16 -     Found 55 players
2025-11-06 08:25:22 -     Found 58 players
2025-11-06 08:25:38 -     Found 57 players
2025-11-06 08:25:49 -     Found 49 players
2025-11-06 08:25:58 -     Found 51 players
2025-11-06 08:26:01 -     Found 51 players
2025-11-06 08:26:07 -     Found 52 players
2025-11-06 08:26:12 -     Found 51 players
2025-11-06 08:26:19 -     Found 62 players
2025-11-06 08:26:29 -     Found 56 players
2025-11-06 08:26:33 -     Found 51 players
2025-11-06 08:26:39 -     Found 55 players
2025-11-06 08:26:48 -     Found 56 players
2025-11-06 08:26:55 -     Found 62 players
2025-11-06 08:27:00 -     Found 54 players
2025-11-06 08:27:04 -     Found 56 players
2025-11-06 08:27:11 -     Found 56 players
2025-11-06 08:27:15 -     Found 51 players
2025-11-06 08:27:19 -     Found 50 players
2025-11-06 08:27:27 -     Found 60 players
2025-11-06 08:27:31 -     Found 54 players
2025-11-06 08:27:39 -     Found 58 players
2025-11-06 08:27:42 -     Found 55 players
2025-11-06 08:27:49 -     Found 56 players
2025-11-06 08:27:56 -     Found 52 players
2025-11-06 08:28:02 -     Found 55 players
2025-11-06 08:28:07 -     Found 58 players
2025-11-06 08:28:12 -     Found 51 players
2025-11-06 08:28:17 -     Found 56 players
2025-11-06 08:28:21 -   >> Checkpoint saved: 73562 players
2025-11-06 08:28:21 - 
Processing 1986...
2025-11-06 08:28:27 -     Found 59 players
2025-11-06 08:28:31 -     Found 61 players
2025-11-06 08:28:50 -     Found 58 players
2025-11-06 08:29:02 -     Found 51 players
2025-11-06 08:29:08 -     Found 49 players
2025-11-06 08:29:15 -     Found 52 players
2025-11-06 08:29:23 -     Found 53 players
2025-11-06 08:29:31 -     Found 53 players
2025-11-06 08:29:38 -     Found 56 players
2025-11-06 08:29:43 -     Found 64 players
2025-11-06 08:29:49 -     Found 59 players
2025-11-06 08:29:55 -     Found 59 players
2025-11-06 08:30:02 -     Found 55 players
2025-11-06 08:30:08 -     Found 60 players
2025-11-06 08:30:13 -     Found 56 players
2025-11-06 08:30:21 -     Found 53 players
2025-11-06 08:30:24 -     Found 59 players
2025-11-06 08:30:29 -     Found 54 players
2025-11-06 08:30:32 -     Found 55 players
2025-11-06 08:30:40 -     Found 57 players
2025-11-06 08:30:43 -     Found 52 players
2025-11-06 08:30:51 -     Found 58 players
2025-11-06 08:30:55 -     Found 57 players
2025-11-06 08:31:03 -     Found 53 players
2025-11-06 08:31:07 -     Found 58 players
2025-11-06 08:31:13 -     Found 52 players
2025-11-06 08:31:21 -     Found 57 players
2025-11-06 08:31:25 -     Found 59 players
2025-11-06 08:31:29 -     Found 59 players
2025-11-06 08:31:30 -   >> Checkpoint saved: 75190 players
2025-11-06 08:31:30 - 
Processing 1987...
2025-11-06 08:31:36 -     Found 87 players
2025-11-06 08:31:42 -     Found 110 players
2025-11-06 08:32:00 -     Found 108 players
2025-11-06 08:32:16 -     Found 100 players
2025-11-06 08:32:19 -     Found 94 players
2025-11-06 08:32:23 -     Found 104 players
2025-11-06 08:32:31 -     Found 92 players
2025-11-06 08:32:35 -     Found 95 players
2025-11-06 08:32:38 -     Found 108 players
2025-11-06 08:32:45 -     Found 109 players
2025-11-06 08:32:53 -     Found 100 players
2025-11-06 08:32:57 -     Found 100 players
2025-11-06 08:33:11 -     Found 108 players
2025-11-06 08:33:18 -     Found 102 players
2025-11-06 08:33:22 -     Found 98 players
2025-11-06 08:33:28 -     Found 105 players
2025-11-06 08:33:33 -     Found 105 players
2025-11-06 08:33:37 -     Found 113 players
2025-11-06 08:33:43 -     Found 100 players
2025-11-06 08:33:51 -     Found 96 players
2025-11-06 08:33:55 -     Found 104 players
2025-11-06 08:34:00 -     Found 98 players
2025-11-06 08:34:04 -     Found 111 players
2025-11-06 08:34:10 -     Found 93 players
2025-11-06 08:34:18 -     Found 100 players
2025-11-06 08:34:23 -     Found 112 players
2025-11-06 08:34:30 -     Found 109 players
2025-11-06 08:34:38 -     Found 100 players
2025-11-06 08:34:45 -     Found 109 players
2025-11-06 08:34:46 -   >> Checkpoint saved: 78160 players
2025-11-06 08:34:46 - 
Processing 1988...
2025-11-06 08:34:52 -     Found 59 players
2025-11-06 08:34:57 -     Found 60 players
2025-11-06 08:35:08 -     Found 55 players
2025-11-06 08:35:16 -     Found 54 players
2025-11-06 08:35:24 -     Found 56 players
2025-11-06 08:35:28 -     Found 53 players
2025-11-06 08:35:32 -     Found 56 players
2025-11-06 08:35:38 -     Found 57 players
2025-11-06 08:35:41 -     Found 60 players
2025-11-06 08:35:48 -     Found 63 players
2025-11-06 08:35:53 -     Found 53 players
2025-11-06 08:36:00 -     Found 60 players
2025-11-06 08:36:12 -     Found 63 players
2025-11-06 08:36:17 -     Found 61 players
2025-11-06 08:36:21 -     Found 56 players
2025-11-06 08:36:27 -     Found 58 players
2025-11-06 08:36:35 -     Found 57 players
2025-11-06 08:36:40 -     Found 56 players
2025-11-06 08:36:45 -     Found 56 players
2025-11-06 08:36:53 -     Found 57 players
2025-11-06 08:36:58 -     Found 58 players
2025-11-06 08:37:05 -     Found 55 players
2025-11-06 08:37:11 -     Found 56 players
2025-11-06 08:37:17 -     Found 54 players
2025-11-06 08:37:21 -     Found 58 players
2025-11-06 08:37:25 -     Found 55 players
2025-11-06 08:37:30 -     Found 61 players
2025-11-06 08:37:37 -     Found 53 players
2025-11-06 08:37:41 -     Found 61 players
2025-11-06 08:37:43 -   >> Checkpoint saved: 79821 players
2025-11-06 08:37:43 - 
Processing 1989...
2025-11-06 08:37:50 -     Found 61 players
2025-11-06 08:37:55 -     Found 57 players
2025-11-06 08:38:11 -     Found 55 players
2025-11-06 08:38:23 -     Found 55 players
2025-11-06 08:38:27 -     Found 57 players
2025-11-06 08:38:33 -     Found 55 players
2025-11-06 08:38:36 -     Found 65 players
2025-11-06 08:38:43 -     Found 52 players
2025-11-06 08:38:50 -     Found 61 players
2025-11-06 08:38:58 -     Found 52 players
2025-11-06 08:39:01 -     Found 51 players
2025-11-06 08:39:05 -     Found 55 players
2025-11-06 08:39:16 -     Found 60 players
2025-11-06 08:39:24 -     Found 60 players
2025-11-06 08:39:31 -     Found 56 players
2025-11-06 08:39:38 -     Found 57 players
2025-11-06 08:39:43 -     Found 59 players
2025-11-06 08:39:46 -     Found 60 players
2025-11-06 08:39:50 -     Found 63 players
2025-11-06 08:39:54 -     Found 57 players
2025-11-06 08:40:02 -     Found 54 players
2025-11-06 08:40:09 -     Found 65 players
2025-11-06 08:40:15 -     Found 59 players
2025-11-06 08:40:20 -     Found 53 players
2025-11-06 08:40:24 -     Found 59 players
2025-11-06 08:40:29 -     Found 59 players
2025-11-06 08:40:36 -     Found 55 players
2025-11-06 08:40:40 -     Found 51 players
2025-11-06 08:40:47 -     Found 59 players
2025-11-06 08:40:51 -   >> Checkpoint saved: 81483 players
2025-11-06 08:40:51 - 
Processing 1990...
2025-11-06 08:40:58 -     Found 55 players
2025-11-06 08:41:03 -     Found 56 players
2025-11-06 08:41:20 -     Found 57 players
2025-11-06 08:41:29 -     Found 54 players
2025-11-06 08:41:37 -     Found 52 players
2025-11-06 08:41:40 -     Found 58 players
2025-11-06 08:41:44 -     Found 60 players
2025-11-06 08:41:49 -     Found 60 players
2025-11-06 08:41:55 -     Found 56 players
2025-11-06 08:41:59 -     Found 54 players
2025-11-06 08:42:06 -     Found 52 players
2025-11-06 08:42:11 -     Found 57 players
2025-11-06 08:42:22 -     Found 54 players
2025-11-06 08:42:28 -     Found 62 players
2025-11-06 08:42:32 -     Found 57 players
2025-11-06 08:42:39 -     Found 56 players
2025-11-06 08:42:46 -     Found 59 players
2025-11-06 08:42:51 -     Found 60 players
2025-11-06 08:42:56 -     Found 63 players
2025-11-06 08:43:02 -     Found 49 players
2025-11-06 08:43:10 -     Found 53 players
2025-11-06 08:43:18 -     Found 56 players
2025-11-06 08:43:25 -     Found 58 players
2025-11-06 08:43:32 -     Found 52 players
2025-11-06 08:43:36 -     Found 55 players
2025-11-06 08:43:43 -     Found 55 players
2025-11-06 08:43:51 -     Found 56 players
2025-11-06 08:43:55 -     Found 52 players
2025-11-06 08:43:58 -     Found 61 players
2025-11-06 08:44:00 -   >> Checkpoint saved: 83112 players
2025-11-06 08:44:00 - 
Processing 1991...
2025-11-06 08:44:06 -     Found 58 players
2025-11-06 08:44:11 -     Found 59 players
2025-11-06 08:44:29 -     Found 56 players
2025-11-06 08:44:41 -     Found 53 players
2025-11-06 08:44:45 -     Found 63 players
2025-11-06 08:44:53 -     Found 65 players
2025-11-06 08:44:56 -     Found 56 players
2025-11-06 08:45:04 -     Found 55 players
2025-11-06 08:45:12 -     Found 59 players
2025-11-06 08:45:16 -     Found 57 players
2025-11-06 08:45:23 -     Found 53 players
2025-11-06 08:45:31 -     Found 66 players
2025-11-06 08:45:40 -     Found 56 players
2025-11-06 08:45:47 -     Found 59 players
2025-11-06 08:45:51 -     Found 61 players
2025-11-06 08:46:01 -     Found 53 players
2025-11-06 08:46:08 -     Found 61 players
2025-11-06 08:46:18 -     Found 53 players
2025-11-06 08:46:22 -     Found 57 players
2025-11-06 08:46:26 -     Found 58 players
2025-11-06 08:46:33 -     Found 53 players
2025-11-06 08:46:38 -     Found 53 players
2025-11-06 08:46:42 -     Found 54 players
2025-11-06 08:46:47 -     Found 57 players
2025-11-06 08:46:52 -     Found 55 players
2025-11-06 08:46:56 -     Found 57 players
2025-11-06 08:47:04 -     Found 56 players
2025-11-06 08:47:11 -     Found 53 players
2025-11-06 08:47:16 -     Found 54 players
2025-11-06 08:47:18 -   >> Checkpoint saved: 84762 players
2025-11-06 08:47:18 - 
Processing 1992...
2025-11-06 08:47:22 -     Found 58 players
2025-11-06 08:47:27 -     Found 53 players
2025-11-06 08:47:45 -     Found 53 players
2025-11-06 08:47:59 -     Found 55 players
2025-11-06 08:48:06 -     Found 58 players
2025-11-06 08:48:10 -     Found 62 players
2025-11-06 08:48:17 -     Found 55 players
2025-11-06 08:48:21 -     Found 58 players
2025-11-06 08:48:27 -     Found 62 players
2025-11-06 08:48:34 -     Found 63 players
2025-11-06 08:48:39 -     Found 54 players
2025-11-06 08:48:44 -     Found 55 players
2025-11-06 08:48:54 -     Found 60 players
2025-11-06 08:49:01 -     Found 56 players
2025-11-06 08:49:08 -     Found 57 players
2025-11-06 08:49:13 -     Found 54 players
2025-11-06 08:49:17 -     Found 59 players
2025-11-06 08:49:23 -     Found 56 players
2025-11-06 08:49:28 -     Found 54 players
2025-11-06 08:49:35 -     Found 55 players
2025-11-06 08:49:38 -     Found 58 players
2025-11-06 08:49:46 -     Found 63 players
2025-11-06 08:49:50 -     Found 53 players
2025-11-06 08:49:58 -     Found 55 players
2025-11-06 08:50:06 -     Found 58 players
2025-11-06 08:50:10 -     Found 60 players
2025-11-06 08:50:15 -     Found 73 players
2025-11-06 08:50:18 -     Found 54 players
2025-11-06 08:50:26 -     Found 64 players
2025-11-06 08:50:30 -   >> Checkpoint saved: 86437 players
2025-11-06 08:50:30 - 
Processing 1993...
2025-11-06 08:50:38 -     Found 56 players
2025-11-06 08:50:42 -     Found 58 players
2025-11-06 08:51:01 -     Found 56 players
2025-11-06 08:51:11 -     Found 61 players
2025-11-06 08:51:16 -     Found 63 players
2025-11-06 08:51:21 -     Found 58 players
2025-11-06 08:51:29 -     Found 59 players
2025-11-06 08:51:34 -     Found 54 players
2025-11-06 08:51:41 -     Found 59 players
2025-11-06 08:51:50 -     Found 65 players
2025-11-06 08:51:55 -     Found 60 players
2025-11-06 08:52:01 -     Found 54 players
2025-11-06 08:52:10 -     Found 64 players
2025-11-06 08:52:18 -     Found 57 players
2025-11-06 08:52:23 -     Found 63 players
2025-11-06 08:52:28 -     Found 53 players
2025-11-06 08:52:32 -     Found 60 players
2025-11-06 08:52:39 -     Found 58 players
2025-11-06 08:52:45 -     Found 60 players
2025-11-06 08:52:50 -     Found 58 players
2025-11-06 08:52:57 -     Found 58 players
2025-11-06 08:53:03 -     Found 57 players
2025-11-06 08:53:10 -     Found 62 players
2025-11-06 08:53:14 -     Found 58 players
2025-11-06 08:53:20 -     Found 62 players
2025-11-06 08:53:24 -     Found 55 players
2025-11-06 08:53:30 -     Found 62 players
2025-11-06 08:53:35 -     Found 60 players
2025-11-06 08:53:41 -     Found 64 players
2025-11-06 08:53:43 -   >> Checkpoint saved: 88151 players
2025-11-06 08:53:43 - 
Processing 1994...
2025-11-06 08:53:48 -     Found 60 players
2025-11-06 08:53:54 -     Found 58 players
2025-11-06 08:54:12 -     Found 54 players
2025-11-06 08:54:23 -     Found 57 players
2025-11-06 08:54:28 -     Found 63 players
2025-11-06 08:54:33 -     Found 54 players
2025-11-06 08:54:37 -     Found 54 players
2025-11-06 08:54:42 -     Found 57 players
2025-11-06 08:54:47 -     Found 50 players
2025-11-06 08:54:53 -     Found 58 players
2025-11-06 08:54:58 -     Found 53 players
2025-11-06 08:55:03 -     Found 58 players
2025-11-06 08:55:10 -     Found 64 players
2025-11-06 08:55:17 -     Found 55 players
2025-11-06 08:55:23 -     Found 57 players
2025-11-06 08:55:27 -     Found 55 players
2025-11-06 08:55:35 -     Found 62 players
2025-11-06 08:55:42 -     Found 56 players
2025-11-06 08:55:50 -     Found 56 players
2025-11-06 08:55:53 -     Found 57 players
2025-11-06 08:55:58 -     Found 54 players
2025-11-06 08:56:03 -     Found 55 players
2025-11-06 08:56:07 -     Found 53 players
2025-11-06 08:56:12 -     Found 57 players
2025-11-06 08:56:19 -     Found 58 players
2025-11-06 08:56:26 -     Found 62 players
2025-11-06 08:56:30 -     Found 57 players
2025-11-06 08:56:35 -     Found 53 players
2025-11-06 08:56:39 -     Found 60 players
2025-11-06 08:56:42 -   >> Checkpoint saved: 89798 players
2025-11-06 08:56:42 - 
Processing 1995...
2025-11-06 08:56:46 -     Found 67 players
2025-11-06 08:56:53 -     Found 54 players
2025-11-06 08:57:14 -     Found 56 players
2025-11-06 08:57:20 -     Found 62 players
2025-11-06 08:57:24 -     Found 60 players
2025-11-06 08:57:32 -     Found 58 players
2025-11-06 08:57:38 -     Found 58 players
2025-11-06 08:57:43 -     Found 59 players
2025-11-06 08:57:50 -     Found 61 players
2025-11-06 08:57:54 -     Found 53 players
2025-11-06 08:57:57 -     Found 58 players
2025-11-06 08:58:01 -     Found 58 players
2025-11-06 08:58:06 -     Found 60 players
2025-11-06 08:58:10 -     Found 66 players
2025-11-06 08:58:16 -     Found 53 players
2025-11-06 08:58:21 -     Found 54 players
2025-11-06 08:58:30 -     Found 60 players
2025-11-06 08:58:36 -     Found 55 players
2025-11-06 08:58:40 -     Found 57 players
2025-11-06 08:58:48 -     Found 54 players
2025-11-06 08:58:57 -     Found 58 players
2025-11-06 08:59:01 -     Found 56 players
2025-11-06 08:59:08 -     Found 53 players
2025-11-06 08:59:15 -     Found 62 players
2025-11-06 08:59:20 -     Found 64 players
2025-11-06 08:59:26 -     Found 57 players
2025-11-06 08:59:33 -     Found 62 players
2025-11-06 08:59:41 -     Found 53 players
2025-11-06 08:59:47 -     Found 57 players
2025-11-06 08:59:53 -     Found 58 players
2025-11-06 09:00:01 -     Found 59 players
2025-11-06 09:00:04 -   >> Checkpoint saved: 91600 players
2025-11-06 09:00:04 - 
Processing 1996...
2025-11-06 09:00:09 -     Found 61 players
2025-11-06 09:00:12 -     Found 58 players
2025-11-06 09:00:20 -     Found 58 players
2025-11-06 09:00:23 -     Found 54 players
2025-11-06 09:00:28 -     Found 56 players
2025-11-06 09:00:31 -     Found 60 players
2025-11-06 09:00:39 -     Found 57 players
2025-11-06 09:00:49 -     Found 57 players
2025-11-06 09:00:57 -     Found 53 players
2025-11-06 09:01:05 -     Found 56 players
2025-11-06 09:01:13 -     Found 62 players
2025-11-06 09:01:19 -     Found 55 players
2025-11-06 09:01:25 -     Found 63 players
2025-11-06 09:01:34 -     Found 61 players
2025-11-06 09:01:38 -     Found 55 players
2025-11-06 09:01:42 -     Found 57 players
2025-11-06 09:01:50 -     Found 64 players
2025-11-06 09:01:54 -     Found 59 players
2025-11-06 09:02:02 -     Found 58 players
2025-11-06 09:02:07 -     Found 58 players
2025-11-06 09:02:12 -     Found 60 players
2025-11-06 09:02:16 -     Found 59 players
2025-11-06 09:02:22 -     Found 56 players
2025-11-06 09:02:30 -     Found 63 players
2025-11-06 09:02:35 -     Found 58 players
2025-11-06 09:02:41 -     Found 57 players
2025-11-06 09:02:48 -     Found 59 players
2025-11-06 09:02:53 -     Found 57 players
2025-11-06 09:02:59 -     Found 64 players
2025-11-06 09:03:03 -     Found 55 players
2025-11-06 09:03:08 -     Found 58 players
2025-11-06 09:03:13 -   >> Checkpoint saved: 93408 players
2025-11-06 09:03:13 - 
Processing 1997...
2025-11-06 09:03:19 -     Found 58 players
2025-11-06 09:03:24 -     Found 61 players
2025-11-06 09:03:32 -     Found 57 players
2025-11-06 09:03:36 -     Found 57 players
2025-11-06 09:03:43 -     Found 55 players
2025-11-06 09:03:48 -     Found 65 players
2025-11-06 09:03:54 -     Found 59 players
2025-11-06 09:04:06 -     Found 55 players
2025-11-06 09:04:11 -     Found 56 players
2025-11-06 09:04:18 -     Found 57 players
2025-11-06 09:04:24 -     Found 61 players
