Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,Jersey,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Lannon,Bob,Iowa,7,52,1938,TE,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Monsky,Leroy,Alabama,7,53,1938,LG,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
King,Ray,Minnesota,7,54,1938,TE,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Cherry,Ed,Hardin-Simmons,7,55,1938,FB,,,,,,,,1938,1939,0,0,0,0,NFL,,,,,FALSE
Szakash,Paul,Montana,7,56,1938,TE,,,,,,,,1938,1942,0,0,1,0,NFL,,,,,FALSE
Kovatch,Johnny,Northwestern,7,57,1938,TE,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Moan,Kelly,West Virginia,7,58,1938,HB,,,,,,,,1938,1939,0,0,0,0,NFL,,,,,FALSE
Young,Roy,Texas A&M,7,59,1938,LT,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Ramsey,Frank,Oregon St.,7,60,1938,LT,,,,,,,,1938,1945,0,0,0,0,NFL,,,,,FALSE
Mayberry,Walt (Tiger),Florida,8,61,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Woltman,Clem,Purdue,8,62,1938,LT,,,,,,,,1938,1940,0,0,2,0,NFL,,,,,FALSE
Noyes,Len,Montana,8,63,1938,LG,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Burnette,Tom,North Carolina,8,64,1938,FB,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Lavington,Leon,Colorado,8,65,1938,TE,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Nardi,Dick,Ohio St.,8,66,1938,HB,,,,,,,,1938,1939,0,0,0,0,NFL,,,,,FALSE
Ragazzo,Phil,Case Western Reserve,8,67,1938,LT,,,,,,,,1938,1947,0,0,3,0,NFL,,,,,FALSE
Doyle,Ted,Nebraska,8,68,1938,LT,,,,,,,,1938,1945,0,0,2,0,NFL,,,,,FALSE
Hartman,Bill,Georgia,8,69,1938,HB,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Sims,Fletcher,Georgia Tech,8,70,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Ream,Charles,Ohio St.,9,71,1938,LT,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Kolberg,Elmer,Oregon St.,9,72,1938,HB,,,,,,,,1938,1941,0,0,0,0,NFL,,,,,FALSE
Stringham,John,BYU,9,73,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
McDonough,Paul,Utah,9,74,1938,TE,,,,,,,,1938,1941,0,0,2,0,NFL,,,,,FALSE
Dougherty,Phil,Santa Clara,9,75,1938,C,,,,,,,,1938,1938,0,1,1,0,NFL,,,,,FALSE
Sirtosky,Jim,Indiana,9,76,1938,LG,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Howell,John,Nebraska,9,77,1938,HB,38,,,,,72,210,1938,1938,0,0,0,0,NFL,,"North Platte, Nebraska",,,FALSE
Mellus,John,Villanova,9,78,1938,LT,,,,,,,,1938,1949,1,2,5,0,NFL,,,,,FALSE
Parks,Mickey,Oklahoma,9,79,1938,C,,,,,,,,1938,1946,0,0,1,0,NFL,,,,,FALSE
Schwarz,Alex,San Francisco,9,80,1938,LT,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Maras,Joe,Duquesne,10,81,1938,C,,,,,,,,1938,1940,0,0,1,0,NFL,,,,,FALSE
Kriel,Emmett,Baylor,10,82,1938,LG,,,,,,,,1938,1939,0,0,0,0,NFL,,,,,FALSE
Sivell,Jim,Auburn,10,83,1938,LG,,,,,,,,1938,1946,0,1,5,0,NFL,,,,,FALSE
McCarty,Pat,Notre Dame,10,84,1938,C,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Sloan,Dwight,Arkansas,10,85,1938,HB,,,,,,,,1938,1940,0,0,2,0,NFL,,,,,FALSE
Wolf,Ralph,Ohio St.,10,86,1938,C,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Barnhart,Frank,Northern Colorado,10,87,1938,LG,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Grimstead,Bob,Washington St.,10,88,1938,LT,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Abbitt,Jack,Elon,10,89,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Weger,John,Butler,10,90,1938,LT,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Hoptowit,Al,Washington St.,11,91,1938,LT,,,,,,,,1938,1945,0,0,2,0,NFL,,,,,FALSE
Hinkle,Carl,Vanderbilt,11,92,1938,C,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Druze,Johnny,Fordham,11,93,1938,TE,,,,,,,,1938,1938,0,0,1,0,NFL,,,,,FALSE
Krause,Bill,Baldwin Wallace,11,94,1938,LG,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Kenderdine,Bob,Indiana,11,95,1938,TE,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Douglass,Clarence,Kansas,11,96,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Tinsley,Pete,Georgia,11,97,1938,LG,,,,,,,,1938,1945,0,1,3,0,NFL,,,,,FALSE
Oldershaw,Doug,UC Santa Barbara,11,98,1938,LG,,,,,,,,1938,1941,0,1,1,0,NFL,,,,,FALSE
Johnston,Dick,Washington,11,99,1938,TE,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Mickovsky,Ray,Case Western Reserve,11,100,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Spadaccini,Vic,Minnesota,12,101,1938,HB,,,,,,,,1938,1940,0,1,1,0,NFL,,,,,FALSE
Michelosen,Johnny,Pittsburgh,12,102,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Mark,Lou,North Carolina St.,12,103,1938,C,,,,,,,,1938,1945,0,0,2,0,NFL,,,,,FALSE
Kuharich,Joe,Notre Dame,12,104,1938,LG,,,,,,,,1938,1945,1,1,3,0,NFL,,,,,FALSE
Mautner,Bob,Holy Cross,12,105,1938,C,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Frank,Clint,Yale,12,106,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Falkenstein,Tony,St. Mary's (CA),12,107,1938,FB,,,,,,,,1938,1944,0,0,0,0,NFL,,,,,FALSE
Hackney,Elmore,Duke,12,108,1938,HB,,,,,,,,1938,,0,0,0,,NFL,,,,,FALSE
Bartos,Hank,North Carolina,12,109,1938,LG,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Dreher,Fred,Denver,12,110,1938,TE,,,,,,,,1938,1938,0,0,0,0,NFL,,,,,FALSE
Conti,Enio,Fordham,UD,UD,1938,G,,,,,,,,1938,,,1,,,,,,,,FALSE
Cope,Frank,Santa Clara,UD,UD,1938,T,,,,,,,,1938,,,1,,,,,,,,FALSE
Mulleneaux,Carl,Utah State,UD,UD,1938,E,,,,,,,,1938,,,,,,,,,,,FALSE
Ray,Baby,Vanderbilt,UD,UD,1938,T,,,,,,,,1938,,,1,,,,,,,,FALSE
Wilkin,Willie,Saint Mary's (CA),UD,UD,1938,OT,,,,,,,,1938,,,1,,,,,,,,FALSE
Aldrich,Ki,TCU,1,1,1939,C,,,,,,,,1939,1947,0,2,6,0,NFL,,,,,FALSE
Luckman,Sid,Columbia,1,2,1939,QB,,10829,,,plpo_legends_LuckmanSid,,,1939,1950,5,3,10,0,NFL,1,,,,TRUE
Hall,Parker,Mississippi,1,3,1939,HB,,,,,,,,1939,1946,1,1,4,0,NFL,,,,,FALSE
O'Brien,Davey,TCU,1,4,1939,QB,,,,,,,,1939,1940,0,1,2,0,NFL,,,,,FALSE
MacLeod,Bob,Dartmouth,1,5,1939,HB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Osmanski,Bill,Holy Cross,1,6,1939,FB,,,,,,,,1939,1947,1,3,2,0,NFL,,,,,FALSE
Pingel,Johnny,Michigan St.,1,7,1939,HB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Hale,I.B.,TCU,1,8,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Buhler,Larry,Minnesota,1,9,1939,HB,,,,,,,,1939,1941,0,1,1,0,NFL,,,,,FALSE
Nielsen,Walt,Arizona,1,10,1939,FB,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Manders,Pug,Drake,2,11,1939,FB,,,,,,,,1939,1947,1,3,7,0,NFL,,,,,FALSE
Goldberg,Marshall,Pittsburgh,2,12,1939,HB,,,,,,,,1939,1948,0,0,6,0,NFL,,,,,FALSE
Smith,Gaylon,Rhodes,2,13,1939,FB,,,,,,,,1939,1946,0,0,3,0,NFL,,,,,FALSE
Newton,Chuck,Washington,2,14,1939,FB,,,,,,,,1939,1940,0,0,1,0,NFL,,,,,FALSE
Haak,Bob,Indiana,2,15,1939,LG,,,,,,,,1939,1939,0,0,1,0,NFL,,,,,FALSE
Wolff,Alvord,Santa Clara,3,16,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Patterson,Billy,Baylor,3,17,1939,HB,,,,,,,,1939,1940,0,0,1,0,NFL,,,,,FALSE
Tarbox,Elmer,Texas Tech,3,18,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Mihal,Joe,Purdue,3,19,1939,LT,,,,,,,,1939,1947,0,2,0,0,NFL,,,,,FALSE
Young,Waddy,Oklahoma,3,20,1939,TE,,,,,,,,1939,1940,0,0,2,0,NFL,,,,,FALSE
Wysocki,John,Villanova,3,21,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Weiss,Howie,Wisconsin,3,22,1939,FB,,,,,,,,1939,1940,0,0,1,0,NFL,,,,,FALSE
Holm,Charley,Alabama,3,23,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Brock,Charley,Nebraska,3,24,1939,C,,,,,,,,1939,1947,1,3,7,0,NFL,,,,,FALSE
Chickerneo,John,Pittsburgh,3,25,1939,HB,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
McCullough,Hugh,Oklahoma,4,26,1939,HB,,,,,,,,1939,1945,0,0,2,0,NFL,,,,,FALSE
Stebbins,Hal (Curly),Pittsburgh,4,27,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Garard,Wally,,4,28,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Dewell,Billy,SMU,4,29,1939,TE,,,,,,,,1939,1949,0,1,6,0,NFL,,,,,FALSE
Bottari,Vic,California,4,30,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Daddio,Bill,Pittsburgh,5,31,1939,TE,,,,,,,,1939,1946,0,0,1,0,NFL,,,,,FALSE
Wheeler,Ernie,North Dakota St.,5,32,1939,CB,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
Gatto,Eddie,LSU,5,33,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Coston,Zed,Texas A&M,5,34,1939,C,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Kinnison,Jack,Missouri,5,35,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Delaney,Joe,Holy Cross,5,36,1939,LT,,,,,,70,184,1939,,0,0,0,,NFL,,"Henderson, Texas",,,FALSE
Maronic,Steve,North Carolina,5,37,1939,LT,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Todd,Dick,Texas A&M,5,38,1939,HB,,,,,,,,1939,1948,0,2,2,0,NFL,,,,,FALSE
Hovland,Lynn,Wisconsin,5,39,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Willis,Don,Clemson,5,40,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Boyd,Sam,Baylor,6,41,1939,TE,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Faust,George,Minnesota,6,42,1939,FB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
McGarry,Barney,Utah,6,43,1939,LG,,,,,,,,1939,1942,0,0,3,0,NFL,,,,,FALSE
Schuehle,Jake,Rice,6,44,1939,HB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Janiak,Len,Ohio,6,45,1939,HB,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
Beinor,Ed,Notre Dame,6,46,1939,LT,,,,,,,,1939,1942,0,1,1,0,NFL,,,,,FALSE
Wendlick,Joe,Oregon St.,6,47,1939,TE,,,,,,,,1939,1941,0,0,1,0,NFL,,,,,FALSE
Anderson,Dave,California,6,48,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Craig,Larry,South Carolina,6,49,1939,QB,,,,,,,,1939,1949,0,3,9,0,NFL,,,,,FALSE
Ginney,Jerry,Santa Clara,6,50,1939,LG,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Dwyer,Bill,New Mexico,7,51,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Palumbo,Eddie,Detroit Mercy,7,52,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Dowd,Jerry,St. Mary's (CA),7,53,1939,C,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Ippolito,Tony,Purdue,7,54,1939,LG,,,,,,,,1939,1943,0,0,0,0,NFL,,,,,FALSE
Schoenbaum,Alex,Ohio St.,7,55,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Heileman,Charles,Iowa St.,7,56,1939,TE,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Tully,Darrell,Texas A&M-Commerce,7,57,1939,HB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Lumpkin,Quinton,Georgia,7,58,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Twedell,Frank,Minnesota,7,59,1939,LG,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Woodell,Lloyd,Arkansas,7,60,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Nelson,Ole,Michigan St.,8,61,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hinkebein,Sherm,Kentucky,8,62,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Brunner,Warren (Bronco),Tulane,8,63,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Somers,George,La Salle,8,64,1939,LT,,,,,,,,1939,1942,0,0,1,0,NFL,,,,,FALSE
Hill,Dan (Tiger),Duke,8,65,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Dannies,Bob,Pittsburgh,8,66,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Trzuskowski,Dick,Idaho,8,67,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Russell,Bo,Auburn,8,68,1939,LT,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Kell,Paul,Notre Dame,8,69,1939,LT,,,,,,,,1939,1940,0,1,0,0,NFL,,,,,FALSE
Zagar,Pete,Stanford,8,70,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Brown,Earl,Notre Dame,9,71,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Petro,Steve,Pittsburgh,9,72,1939,LG,,,,,,,,1939,1941,0,0,1,0,NFL,,,,,FALSE
Bostick,Lew,Alabama,9,73,1939,LG,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
Britt,Rankin,Texas A&M,9,74,1939,TE,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Kline,Forrest,TCU,9,75,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Bray,Ray,North Carolina,9,76,1939,LG,,,,,,,,1939,1952,0,4,8,0,NFL,,,,,FALSE
Callihan,Bill,Nebraska,9,77,1939,HB,,,,,,,,1939,1945,0,0,4,0,NFL,,,,,FALSE
Moore,Wilbur,Minnesota,9,78,1939,HB,,,,,,,,1939,1946,0,1,3,0,NFL,,,,,FALSE
Hall,Johnny,TCU,9,79,1939,HB,,,,,,,,1939,1943,0,0,2,0,NFL,,,,,FALSE
Mills,Bob,Nebraska,9,80,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Lee,Jack,Carnegie Mellon,10,81,1939,FB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Crowder,Earl,Oklahoma,10,82,1939,FB,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Petrick,Frank,Indiana,10,83,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
McKeever,Bill,Cornell,10,84,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Bradley,Kimble,Mississippi,10,85,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Wood,Walt,Tennessee,10,86,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
George,Ray,USC,10,87,1939,LT,,,,,,,,1939,1940,0,1,1,0,NFL,,,,,FALSE
Johnston,Jimmy,Washington,10,88,1939,HB,,,,,,,,1939,1946,0,0,2,0,NFL,,,,,FALSE
Gavre,Vince,Wisconsin,10,89,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Roberts,Tom,DePaul,10,90,1939,LT,,,,,,,,1939,1945,0,0,0,0,NFL,,,,,FALSE
Wyatt,Bowden,Tennessee,11,91,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Tomasetti,Lou,Bucknell,11,92,1939,FB,,,,,,,,1939,1949,0,0,4,0,NFL,,,,,FALSE
Roth,Sid,Cornell,11,93,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Humphrey,Paul,Purdue,11,94,1939,C,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Lenc,George,Augustana (IL),11,95,1939,TE,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Braga,Al,San Francisco,11,96,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Calvelli,Tony,Stanford,11,97,1939,C,,,,,,,,1939,1947,0,0,1,0,NFL,,,,,FALSE
German,Jimmy,Centre,11,98,1939,HB,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Sprague,Charley,SMU,11,99,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Miller,Merl,Washington,11,100,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Cochran,Denny,St. Louis,12,101,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Thomas,Jim,Oklahoma,12,102,1939,LG,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Adams,Chet,Ohio,12,103,1939,LT,,,,,,,,1939,1950,0,2,4,0,NFL,,,,,FALSE
Kraynick,Jack,North Carolina,12,104,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Heikkinen,Ralph,Michigan,12,105,1939,LG,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Roise,Hal,Idaho,12,106,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Coughlan,Jim,Santa Clara,12,107,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
O'Mara,Bob,Duke,12,108,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Kaplanoff,Carl,Ohio St.,12,109,1939,LG,,,,,,,,1939,1939,0,0,1,0,NFL,,,,,FALSE
Schroeder,Bruno,Texas A&M,12,110,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Sabados,Andy,The Citadel,13,111,1939,LG,,,,,,,,1939,1940,0,0,2,0,NFL,,,,,FALSE
Hoffman,Fabian,Pittsburgh,13,112,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hitt,Joel,Mississippi Col.,13,113,1939,TE,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
White,Allie,TCU,13,114,1939,LG,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Gembis,George,,13,115,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Bock,Ed,Iowa St.,13,116,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hutchins,Prescott,Oregon St.,13,117,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Slivinski,Steve,Washington,13,118,1939,LG,,,,,,,,1939,1943,0,1,3,0,NFL,,,,,FALSE
Elmer,Dan,Minnesota,13,119,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Aills,Sam,Centenary,13,120,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Clary,Ed,South Carolina,14,121,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Miatovich,Blase,San Francisco,14,122,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Ryland,John,UCLA,14,123,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Aleskus,Joe,Ohio St.,14,124,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Carnelly,Ray,Carnegie Mellon,14,125,1939,HB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Stolfa,Anton,Luther,14,126,1939,QB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Means,Art,Washington,14,127,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hoffman,Bob,USC,14,128,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Badgett,Bill,Georgia,14,129,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Watson,George,North Carolina,14,130,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Clarke,Russ,Santa Clara,15,131,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Tosi,John,Niagara,15,132,1939,C,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Friend,Ben,LSU,15,133,1939,LT,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Watkins,Foster,West Texas A&M,15,134,1939,QB,,,,,,,,1939,1941,0,0,0,0,NFL,,,,,FALSE
Trunzo,Lou,Wake Forest,15,135,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Voigts,Bob,Northwestern,15,136,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hodge,Gene,Texas A&M-Commerce,15,137,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Tipton,Eric,Duke,15,138,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Greenfield,Tom,Arizona,15,139,1939,C,,,,,,,,1939,1941,0,1,0,0,NFL,,,,,FALSE
Duggan,Gil,Oklahoma,15,140,1939,LT,,,,,,,,1939,1947,0,0,3,0,NFL,,,,,FALSE
Lezouski,Al,Pittsburgh,16,141,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Goins,Gus,Clemson,16,142,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Reupke,Gordon,Iowa St.,16,143,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Hall,Irv,Brown,16,144,1939,FB,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
Gross,Charley,Bradley,16,145,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Armstrong,Ken,Tarkio,16,146,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Lazetich,Bill,Montana,16,147,1939,HB,,,,,,,,1939,1942,0,0,0,0,NFL,,,,,FALSE
Farman,Dick,Washington St.,16,148,1939,LG,,,,,,,,1939,1943,1,1,3,0,NFL,,,,,FALSE
Bellin,Roy,Wisconsin,16,149,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Panish,Ted,Bradley,16,150,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Elkins,Ev,Marshall,17,151,1939,HB,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Longhi,Ed,Notre Dame,17,152,1939,C,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Perrie,Mike,St. Mary's (CA),17,153,1939,QB,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Riddell,Bob,South Dakota St.,17,154,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Siegal,John,Columbia,17,155,1939,TE,,,,,,,,1939,1943,0,3,1,0,NFL,,,,,FALSE
Masters,Raphael,Newberry,17,156,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Niehaus,Ralph,Dayton,17,157,1939,LT,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Shugart,Clyde,Iowa St.,17,158,1939,LG,,,,,,,,1939,1944,0,2,1,0,NFL,,,,,FALSE
Yerby,John,Oregon,17,159,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Sanders,Jack,SMU,17,160,1939,LG,,,,,,,,1939,1945,0,0,2,0,NFL,,,,,FALSE
Shirk,Dave,Kansas,18,161,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Huffman,Frank,Marshall,18,162,1939,LT,,,,,,,,1939,1941,0,0,0,0,NFL,,,,,FALSE
Atty,Alex,West Virginia,18,163,1939,LG,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Gainor,Charlie,North Dakota,18,164,1939,LE,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Morin,Paul,Iowa St.,18,165,1939,LT,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Sherman,Solly,Chicago,18,166,1939,QB,,,,,,,,1939,1940,0,1,0,0,NFL,,,,,FALSE
Niemant,Dutch,New Mexico,18,167,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Morgan,Boyd,USC,18,168,1939,HB,,,,,,,,1939,1940,0,0,0,0,NFL,,,,,FALSE
Balazs,Frank,Iowa,18,169,1939,FB,,,,,,,,1939,1945,0,1,0,0,NFL,,,,,FALSE
Dolman,Will,California,18,170,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Kochel,Mike,Fordham,19,171,1939,LG,,,,,,,,1939,1939,0,0,0,0,NFL,,,,,FALSE
Peters,Frank,Washington,19,172,1939,TE,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Lane,Bill,Bucknell,19,173,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
White,Morris,Tulsa,19,174,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Anderson,Ferrel,Kansas,19,175,1939,LG,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
Simonich,Ed,Notre Dame,19,176,1939,HB,,,,,,,,1939,,0,0,0,,NFL,,,,,FALSE
