Last Name,First Name,College,Rank,Draft Class,Position,Jersey,Height,Weight,Class,wAV,Hometown,Homestate,Race,Photo
Okla,Joey,Wisconsin,709,2027,RG,,,,,,,,,
Okoye,Danny,Oklahoma,281,2027,EDGE,,,,,,,,,
Olsen,Joey,USC,303,2027,TE,,,,,,,,,
Omosigho,Samuel,Oklahoma,710,2027,LOLB,,,,,,,,,
Ortwerth,Zach,Iowa,711,2027,TE,,,,,,,,,
Owens,Trey,Texas,245,2027,QB,,,,,,,,,
Owens,Rueben,TA&M,712,2027,RB,,,,,,,,,
Painter,Justin,Utah St.,713,2027,C,54,72,301,,,Canton ,OH,,
Pale,Simione,Stanford,714,2027,RG,,,,,,,,,
Parachek,Brennan,Mich St.,715,2027,TE,,,,,,,,,
Parker II,Brian,Duke,716,2027,LT,,,,,,,,,
Patel,Jai,Rutgers,717,2027,K,,,,,,,,,
Patt-Henry,Olsen,Clemson,718,2027,TE,,,,,,,,,
Patterson,Zaquan,Miami (FL),161,2027,S,,,,,,,,,
Patterson,Jason,Kentucky,226,2027,RB,,,,,,,,,
Patterson,Jaiden,North Carolina,407,2027,S,,,,,,,,,
Patterson,Kaleb,Illinois,719,2027,CB,,,,,,,,,
Paylor,Jonathan,NC State,187,2027,WR,,,,,,,,,
Payne,Jeremy,TCU,229,2027,RB,,,,,,,,,
Peacock,Jaymir,San Jose CC,720,2027,DT,99,74,245,,29,Canton ,OH,,
Pellum,Ryan,Oregon,150,2027,WR,,,,,,,,,
Pendergrass,Dawson,Baylor,721,2027,RB,,,,,,,,,
Peoples,James,Ohio State,110,2027,RB,,,,,,,,,
Perich,Koi,Minnesota,11,2027,S,3,73,200,,,Esko,,,
Perry,Zylan,UL Laf,723,2027,RB,,,,,,,,,
Pettaway,Jaquaize,ECU,724,2027,WR,,,,,,,,,
Phillips,Joe,Auburn,398,2027,EDGE,,,,,,,,,
Phillips III,Mose,Missou,725,2027,FS,,,,,,,,,
Phillips Jr.,Dwight,Georgia,53,2027,RB,,,,,,,,,
Pickett Jr.,Booker,Miami (FL),62,2027,EDGE,,,,,,,,,
Pierce,Payton,Ohio State,146,2027,LB,,,,,,,,,
Pierce,LaMarion,Tenn-Martin,726,2027,CB,,,,,,,,,
Pierce,Trey,Michigan,727,2027,DT,,,,,,,,,
Pimpton,Ka'Morreun,TCU,728,2027,TE,,,,,,,,,
Platt,Brayden,Oregon,170,2027,LB,,,,,,,,,
Poe,Casey,Alabama,73,2027,IOL,,,,,,,,,
Pollard,Myles,Memphis,729,2027,CB,,,,,,,,,
Pollock,Brice,Texas Tech,730,2027,CB,,,,,,,,,
Ponds,D'Angelo,Indiana,731,2027,CB,,,,,,,,,
Ponton,Jacob,Texas Tech,358,2027,OT,,,,,,,,,
Powers,Gabe,K St.,732,2027,MLB,,,,,,,,,
Powers III,Reggie,Oklahoma,147,2027,S,,,,,,,,,
Prescod,Styles,Notre Dame,379,2027,IOL,,,,,24,,,,
Price,Jadarian,Notre Dame,733,2027,RB,,,,,,,,,
Pride,Jordan,Texas A&M,212,2027,S,,,,,,,,,
Prieskorn,Brady,Michigan,65,2027,TE,,,,,,,,,
Pringle,Kam,South Carolina,191,2027,OT,,,,,,,,,
Puglisi,Ryan,Georgia,394,2027,QB,,,,,,,,,
Pulido,Raymond,Arizona,734,2027,LG,,,,,,,,,
Ragins,Zion,Oklahoma,337,2027,WR,,,,,,,,,
Raiola,Dylan,Nebraska,3,2027,QB,15,75,230,,24,Buford,GA,,
Rangel,Garret,OSU,736,2027,RB,,,,,,,,,
Raphael,Kendrick,NC,737,2027,RB,,,,,,,,,
Ratcliffe,Marcus,TA&M,738,2027,SS,,,,,,,,,
Ray,Traylon,Ole Miss,739,2027,WR,,,,,,,,,
Reddell,Jaden,Georgia,255,2027,TE,,,,,,,,,
Reddick,Masai,Tennesee,740,2027,RG,,,,,,,,,
Reliford,Gabriel,LSU,353,2027,DL,,,,,,,,,
Reynolds,Luke,Penn State,49,2027,TE,,,,,,,,,
Rhambo,Edward,BGSU,742,2027,CB,,,,,,,,,
Rice,Zach,NC,743,2027,LG,,,,,,,,,
Richard,Michael,LA Tech,744,2027,CB,,,,,,,,,
Riddick,Demarcus,Auburn,250,2027,LB,,,,,,,,,
Riley,Kevin,Alabama,190,2027,RB,,,,,,,,,
Ritchie,Nate,Utah,746,2027,SS,,,,,,,,,
Robinson,Chance,Miami (FL),169,2027,WR,,,,,,,,,
Robinson,D'antre,Florida,344,2027,DL,,,,,,,,,
Robinson,Brian,Kentucky,400,2027,DL,,,,,,,,,
Robinson,Kam,Virgina,747,2027,MLB,,,,,,,,,
Robinson IV,Ellis,Georgia,24,2027,CB,,,,,,,,,
Rogers,Joel,LSU,302,2027,S,,,,,,,,,
Rogers,Bravion,TA&M,749,2027,CB,,,,,,,,,
Rogers,Kawika,Oregon,750,2027,LG,,,,,,,,,
Romaine,Austin,K St.,751,2027,MLB,,,,,,,,,
Ross,Jordan,Tennessee,6,2027,DL,29,77,245,,29,Vestavia Hills,,,
Ross,Jayshawn,Alabama,112,2027,EDGE,,,,,,,,,
Ross,Emanuel,Rutgers,238,2027,WR,,,,,,,,,
Ross,Kristopher,Nevada,752,2027,LE,,,,,,,,,
Roy,Nathan,Minnesota,199,2027,IOL,,,,,,,,,
Roy Jr.,Andre,Maryland,754,2027,LT,,,,,,,,,
Rucker,Chance,Mich St.,755,2027,CB,,,,,,,,,
Rudolph,Elias,Miami (FL),210,2027,EDGE,,,,,,,,,
Rulli,Dominic,Penn St.,756,2027,C,,,,,,,,,
Rush,Jeffery,Mississippi,258,2027,DL,,,,,,,,,
Rushing,Elijah,Oregon,22,2027,EDGE,,,,,24,,,,
Russell,Braylen,Arkansas,273,2027,RB,,,,,,,,,
Russell,Donterry,Miss St.,758,2027,ROLB,,,,,,,,,
Saddler,Collin,Clemson,759,2027,LT,,,,,,,,,
Saina,Makai,USC,213,2027,IOL,,,,,,,,,
Saka,Anto,NW,760,2027,RE,,,,,,,,,
Sama III,Abu,ISU,761,2027,RB,,,,,,,,,
Sampson,Howard,Texas Tech,762,2027,LT,,,,,,,,,
Sanders,William,Alabama,381,2027,IOL,,,,,,,,,
Sanford,Daymion,TA&M,763,2027,LOLB,,,,,,,,,
Sategna,Isaiah,Oklahoma,764,2027,WR,,,,,,,,,
Satterwhite,William,Tennessee,336,2027,IOL,,,,,,,,,
Satuala,Faletau,BYU,177,2027,LB,,,,,,,,,
Sayin,Julian,Ohio State,8,2027,QB,10,73,208,,44,Carlsbad,,,
Schmidt,Hall,Boise St.,765,2027,RT,,,,,,,,,
Schrauth,Billy,Notre Dame,766,2027,LG,,,,,,,,,
Schroller,Mark,UCLA,368,2027,OT,,,,,,,,,
Scott,Justin,Miami (FL),13,2027,DL,,,,,,,,,
Scott,Rico,Alabama,327,2027,WR,,,,,,,,,
Scott,Jimmy,Pitt,768,2027,LE,,,,,,,,,
Scott,Jordan,FSU,769,2027,WR,,,,,,,,,
Scott Jr.,Aaron,Ohio State,41,2027,CB,,,,,,,,,
Searcy,T.J.,TA&M,770,2027,LE,,,,,,,,,
Seaton,Jordan,Colorado,29,2027,OT,,,,,,,,,
Sedmock,Justin,N. Dakota St.,772,2027,QB,,,,,,,,,
Sensabaugh,Jaren,Missouri,406,2027,CB,,,,,,,,,
Sewell,Harris,Clemson,773,2027,C,,,,,,,,,
Sexton,Garrett,Penn State,101,2027,OT,,,,,,,,,
Shaw,Bradley,Arkansas,171,2027,LB,,,,,,,,,
Shelby,Braylan,USC,774,2027,LE,,,,,,,,,
Shipp,Jordan,North Carolina,392,2027,WR,,,,,13,,,,
Simien,Marcus,Fresno St.,775,2027,LG,,,,,,,,,
Simmons,Colin,Texas,17,2027,EDGE,1,75,240,,,Dallas,TX,,
Simmons,Malcolm,Auburn,411,2027,WR,,,,,,,,,
Simmons,Colin,Texas,776,2027,LOLB,,,,,,,,,
Simpson,Ty,Alabama,777,2026,QB,,,,,38,,,,
Sims,Xadavien,Oregon,413,2027,DL,,,,,,,,,
Singletary,Jaheim,Arkansas,778,2027,CB,,,,,,,,,
Singleton,Tylen,LSU,156,2027,LB,,,,,,,,,
Singleton Jr.,Eric,G Tech,779,2027,WR,,,,,9,,,,
Smith,Jeremiah,Ohio State,28,2027,WR,,,,,60,,,,
Smith,Jacob,Kentucky,106,2027,EDGE,,,,,,,,,
Smith,Michael,South Carolina,197,2027,TE,,,,,,,,,
Smith,Corey,Penn State,278,2027,RB,,,,,,,,,
Smith,Jaden,Kentucky,294,2027,LB,,,,,,,,,
Smith,Gregory,Florida,354,2027,S,,,,,,,,,
Smith,Dylan,OSU,780,2027,CB,,,,,,,,,
Smith,James,Alabama,781,2027,DT,,,,,,,,,
Smith,Jaylen,Army,782,2027,MLB,,,,,,,,,
Smith,Carter,Indiana,783,2027,RT,,,,,,,,,
Smith,Xavier,UTEP,784,2027,SS,,,,,,,,,
Smith,Isaac,Miss St.,785,2027,SS,,,,,,,,,
Smith,Jeremiah,Bucks,786,2027,WR,,,,,,,,,
Smith II,Jerod,Kentucky,115,2027,EDGE,,,,,,,,,
Smith II,Nigel,Oklahoma,412,2027,DL,,,,,,,,,
Smith Jr.,Will,Bucks,787,2027,LE,,,,,,,,,
Solomon,Jalewis,South Carolina,295,2027,CB,,,,,,,,,
Sorsby,Brendan,Cincinnati,788,2027,RB,,,,,,,,,
Sowell,Chase,ISU,789,2027,WR,,,,,,,,,
Spears,Dashawn,LSU,47,2027,S,,,,,,,,,
Spence,Brad,Texas,790,2027,MLB,,,,,,,,,
Spillman,Edwin,Tennessee,348,2027,LB,,,,,,,,,
Sprague,Andrew,Michigan,58,2027,OT,,,,,,,,,
Staley,Braylon,Tennessee,68,2027,WR,,,,,,,,,
Stamps,Ashton,LSU,791,2027,CB,,,,,,,,,
Stec,Grant,Wisconsin,290,2027,TE,,,,,,,,,
Stephens II,Desman,USC,347,2027,LB,,,,,,,,,
Stephenson,Dylan,Stanford,287,2027,EDGE,,,,,,,,,
Stewart,Dylan,South Carolina,7,2027,EDGE,6,77,245,,,Washington,DC,,
Stewart,I'Marion,Michigan,239,2027,WR,,,,,,,,,
Stone,David,Oklahoma,43,2027,DL,,,,,,,,,
Story,Caden,Clemson,794,2027,DT,,,,,,,,,
Stover,Garrett,Ohio State,100,2027,LB,,,,,,,,,
Sullivan,Cole,Pittsburgh,342,2027,LB,,,,,,,,,
Sunram,Riley,Minnesota,148,2027,DL,,,,,,,,,
Surace,AJ,Rutgers,338,2027,QB,,,,,,,,,
Swanson,Ryner,BYU,377,2027,TE,,,,,,,,,
Taggert,Harrison,BYU,795,2027,MLB,,,,,,,,,
Tanona,Joey,Purdue,796,2027,RG,,,,,,,,,
Tanuvasa,Keanu,BYU,797,2027,DT,,,,,,,,,
Tatum,Taylor,Oklahoma,387,2027,RB,,,,,,,,,
Taumua,Preston,Nebraska,326,2027,IOL,,,,,,,,,
Taylor,Jake,Oklahoma,799,2027,LT,,,,,,,,,
Thomas,Jordan,Georgia,121,2027,DL,,,,,,,,,
Thomas,Loghan,Notre Dame,130,2027,EDGE,,,,,,,,,
Thomas,Landen,Florida State,410,2027,TE,,,,,,,,,
Thomas,De'Marion,Vanderbilt,800,2027,DT,,,,,,,,,
Thomas,Jai'Den,UNLV,801,2027,RB,,,,,,,,,
Thomas,Amare,Houston,802,2027,WR,,,,,,,,,
Thompkins,Devan,USC,803,2027,RE,,,,,,,,,
Thompson,Josiah,South Carolina,30,2027,OT,,,,,,,,,
Thompson,Perry,Auburn,145,2027,WR,,,,,,,,,
Thompson,Josiah,SC,804,2027,LT,,,,,,,,,
Thompson,Jalen,Mich St.,805,2027,RE,,,,,,,,,
Thornton,Bryce,Florida,806,2027,FS,,,,,,,,,
Thurmon,Elyjah,Clemson,402,2027,IOL,,,,,,,,,
Tillman,Zakari,Miss St.,807,2027,MLB,,,,,,,,,
Toure,Vaboue,Penn State,207,2027,S,,,,,,,,,
Toviano,Javien,LSU,808,2027,CB,,,,,,,,,
Tracy,Zion,Penn St.,809,2027,CB,,,,,,,,,
Trader,Joshisa,Miami (FL),120,2027,WR,,,,,,,,,
Tremble,Jamie,Syracuse,184,2027,TE,,,,,,,,,
Tshabola,Tegra,Bucks,811,2027,LG,,,,,,,,,
Tucker,Tyrique,Indiana,812,2027,DT,,,,,,,,,
Tuggle,Nitro,Georgia,143,2027,WR,,,,,24,,,,
Turner,Michael,LSU,242,2027,WR,,,,,,,,,
Turner,Devin,Baylor,813,2027,SS,,,,,,,,,
Turner Jr.,Michael,LSU,196,2027,CB,,,,,,,,,
Tyson,Jordan,ASU,814,2027,WR,,,,,,,,,
Uini,Michael,Georgia,139,2027,OT,,,,,50,,,,
Umanmielen,Princewill,Ole Miss,815,2027,LOLB,,,,,,,,,
Umeh,Benedict,Stanford,271,2027,EDGE,,,,,,,,,
Umeozulu,Zina,Texas,163,2027,EDGE,,,,,,,,,
Umeozulu,Desmond,SC,816,2027,LOLB,,,,,,,,,
Umeozulu,Neto,Texas,817,2027,RG,,,,,,,,,
Urlacher,Kennedy,USC,818,2027,FS,,,,,55,,,,
Van Buren,Michael,Mississippi State,231,2027,QB,,,,,,,,,
Vanest,Zander,McNeese,819,2027,P,,,,,8,,,,
VanSickle,Gabe,Michigan State,352,2027,IOL,,,,,,,,,
Vasquez,Alex,Akron,820,2027,WR,17,71,185,,19,Canton,OH,,
Veltkamp,Caden,FAU,821,2027,RB,,,,,,,,,
Viliamu-Asa,Kyngstonn,Notre Dame,131,2027,LB,,,,,,,,,
Virgin-Morgan,Jayden,Boise St.,823,2027,LOLB,,,,,,,,,
Wagner,Aamil,Notre Dame,824,2027,RT,,,,,,,,,
Wagoner,Jasiah,Cal,825,2027,CB,,,,,,,,,
Walker,John,UCF,826,2027,DT,,,,,,,,,
Walker,Caleb,UCLA,827,2027,LG,,,,,,,,,
Waller,Jamonta,Auburn,256,2027,EDGE,,,,,,,,,
Waller Jr.,DJ,Kentucky,828,2027,CB,,,,,,,,,
Ward,Tavin,USF,829,2027,FS,,,,,,,,,
Warner,DJ,Kansas,79,2027,EDGE,,,,,,,,,
Warren,Bennett,Tennessee,60,2027,OT,,,,,,,,,
Washington,Jordan,Arizona,305,2027,RB,,,,,,,,,
Washington,A'Mauri,Oregon,830,2027,DT,,,,,,,,,
Washington,Nick,Troy,831,2027,SS,39,74,199,,18,Canton ,OH,,
Watkins,Jelani,LSU,183,2027,WR,,,,,12,,,,
Watson,Maraad,Texas,18,2027,DL,98,75,313,,,Irvington,NJ,,
Webb,Kentrell,Houston,832,2027,FS,,,,,,,,,
Weeks,Whit,LSU,833,2027,MLB,,,,,,,,,
Weigman,Connor,Houston,834,2027,QB,,,,,24,,,,
Weisskopf,Derek,Iowa,405,2027,LB,,,,,,,,,
Wesco,Bryant,Clemson,32,2027,WR,,,,,,,,,
West,Bryce,Ohio State,67,2027,CB,,,,,,,,,
Westphal,Fletcher,Florida,98,2027,OT,,,,,,,,,
White,Walker,Auburn,246,2027,QB,,,,,,,,,
White,Jaylen,Notre Dame,836,2027,LOLB,,,,,,,,,
White,Jahiem,WVU,837,2027,RB,,,,,,,,,
White Jr.,Antonio,Rutgers,59,2027,S,,,,,,,,,
Wiggins,Quency,Colorado,838,2027,RE,,,,,,,,,
Wilde,Griffin,NW,839,2027,WR,,,,,,,,,
Williams,Ryan,Alabama,4,2027,WR,2,72,178,,40,Saraland,,,
Williams,Amaree,Florida State,54,2027,TE,,,,,,,,,
Williams,Amaris,Auburn,56,2027,EDGE,,,,,,,,,
Williams,Gabe,Virginia Tech,99,2027,LB,,,,,,,,,
Williams,Solomon,Texas A&M,154,2027,EDGE,,,,,,,,,
Williams,Izaiah,Texas A&M,181,2027,WR,,,,,,,,,
Williams,Justin,Georgia,189,2027,LB,,,,,,,,,
Williams,Marcelles,USC,193,2027,CB,,,,,,,,,
Williams,Dylan,Oregon,223,2027,LB,,,,,,,,,
Williams,Justice,Colorado,240,2027,WR,,,,,,,,,
Williams,Cam,Notre Dame,263,2027,WR,,,,,,,,,
Williams,Ory,LSU,322,2027,OT,,,,,,,,,
Williams,Aneyas,Notre Dame,339,2027,RB,,,,,,,,,
Williams,Elias,Florida,349,2027,DL,,,,,,,,,
Williams,Luke,Indiana,365,2027,S,,,,,,,,,
Williams,Mylachi,Penn State,373,2027,DL,,,,,,,,,
Williams,Jontez,ISU,840,2027,CB,,,,,,,,,
Williams,James,FSU,841,2027,LE,,,,,,,,,
Williams,BJ,Pitt,842,2027,LG,,,,,,,,,
Williams,PJ,SMU,843,2027,LT,,,,,,,,,
Williams,Justin,Georgia,844,2027,MLB,,,,,,,,,
Williams,Palmer,Baylor,845,2027,P,,,,,,,,,
Williams,Riley,OSU,846,2027,TE,,,,,,,,,
Williams,Ayden,Miss. St.,848,2027,WR,,,,,,,,,
Williams,Antonio,Clemson,849,2027,WR,,,,,,,,,
Williams,Hykeem,FSU,850,2027,WR,,,,,,,,,
Williams Jr.,Demond,Washington,285,2027,QB,,,,,,,,,
Williams Jr.,Derek,Texas,851,2027,SS,,,,,,,,,
Willich,Carson,ISU,852,2027,LOLB,,,,,,,,,
Willor Jr.,Ernest,Wisconsin,94,2027,DL,,,,,,,,,
Wilson,Santana,Arizona,215,2027,CB,,,,,,,,,
Wilson,Isaac,Utah,356,2027,QB,,,,,,,,,
Wilson,Sheridan,Texas Tech,853,2027,C,,,,,,,,,
Wilson,Trey,SMU,854,2027,RE,,,,,,,,,
Wilson,Raylen,Georgia,855,2027,ROLB,,,,,,,,,
Wingo,Ryan,Texas,51,2027,WR,,,,,19,,,,
Winowich,Gabriel,Rutgers,289,2027,RB,,,,,,,,,
Wisner,Quintrevion,Texas,857,2027,RB,,,,,,,,,
Woodland,PJ,LSU,323,2027,CB,,,,,,,,,
Woodring,Peyton,Georgia,858,2027,K,,,,,,,,,
Woodson,Caleb,V Tech,859,2027,LOLB,,,,,,,,,
Woodyard,Peyton,Oregon,232,2027,S,,,,,10,,,,
Wright,Collin,Stanford,861,2027,CB,,,,,,,,,
Wright,T.K.,Temple,862,2027,MLB,,,,,,,,,
Wright Jr.,Mike,YSU,863,2027,DT,,,,,,,,,
Wynn,Tymir,Colgate,864,2027,CB,,,,,,,,,
Yates,Jaden,Ole Miss,865,2027,MLB,,,,,,,,,
York,Taurean,TA&M,866,2027,MLB,,,,,23,,,,
Young,Kedren,Notre Dame,125,2027,RB,,,,,,,,,
Young,Rustin,Michigan State,206,2027,OT,,,,,,,,,
Young,Bryce,Notre Dame,388,2027,DL,,,,,,,,,
Zandamela,Jason,Florida,42,2027,IOL,,,,,,,,,
Ziglar,Malcolm,North Carolina,132,2027,S,,,,,,,,,
Zunk,Linus,Vanderbilt,867,2027,RE,,,,,,,,,
Absher,Sullivan,Notre Dame,,2028,LT,,,,,,,,,
Adams,Amare,Clemson,,2028,DT,,,,,,,,,
Adams,Keylen,V Tech,,2028,WR,,,,,,,,,
Adams,Asher,UC Irvine,,2028,WR,,,,,,,,,
Akana,Tausili,BYU,,2028,LOLB,,,,,,,,,
Alessandro,Roman,SIU,,2028,ROLB,11,69,187,,11,Canton ,OH,,
Alinen,Olanus,Alabama,,2028,RG,,,,,,,,,
Allen,Jordan,K State,,2028,LE,,,,,,,,,
Anderson,Markee,SC,,2028,RG,,,,,,,,,
Anderson,Max,Tennesee,,2028,RG,,,,,,,,,
Arrington Jr.,LaVar,Penn St.,,2028,MLB,,,,,30,,,,
Ausberry,Jaiden,Notre Dame,,2028,LOLB,,,,,,,,,
Austin,Daylen,Oregon,,2028,CB,,,,,,,,,
Autry,Malik,Auburn,,2028,DT,,,,,,,,,
Avery,Neeo,Maryland,,2028,RE,,,,,,,,,
Babalola,Andrew,Michigan,,2028,LT,,,,,,,,,
Baez,Fabian,W. Illinois,,2028,WR,,,,,,,,,
Baker,Jordan,UCLA,,2028,QB,,,,,,,,,
Banner,Santana,Missou,,2028,SS,,,,,,,,,
Banuelos,Micah,USC,,2028,LG,,,,,,,,,
Barber,D.J.,Auburn,,2028,MLB,,,,,,,,,
Barnes,Tayden,Cincinnati,,2028,CB,,,,,,,,,
Basham,Carson,Walsh,,2028,RB,,,,,12,,,,
Bateman,Danny,Utah,,2028,MLB,,,,,,,,,
Bates,Joshua,SMU,,2028,C,,,,,,,,,
Bates,Kenny,UL Monroe,,2028,WR,,,,,,,,,
Battaglio,Joey,TCU,,2028,DT,,,,,,,,,
Beaman,Willie,Houston,,2028,QB,,,,,,,,,
Beasley,Kaleb,Tennesee,,2028,CB,,,,,,,,,
Becker,Charlie,Indiana,,2028,WR,,,,,,,,,
Bennett Jr.,Mazeo,SC,,2028,WR,,,,,,,,,
Berglund,Winston,Purdue,,2028,LOLB,,,,,,,,,
Berry,Harlem,LSU,,2028,RB,,,,,,,,,
Billings,Rob,Clemson,,2028,FS,,,,,,,,,
Birchmeier,Alex,Penn St.,,2028,LG,,,,,,,,,
Bishop,DeSean,Tennesee,,2028,RB,,,,,,,,,
Black,Kobe,Texas,,2028,SS,,,,,,,,,
Blake,Paul,N. Texas,,2028,QB,,,,,,,,,
Blakley,Robert,Ohio,,2028,RT,50,74,305,,8,Massillon ,OH,,
Blocton,Malik,Auburn,,2028,DT,,,,,,,,,
Bonsu,Jayden,Pitt,,2028,SS,,,,,,,,,
Bowen,Eli,Oklahoma,,2028,CB,,,,,,,,,
Bowens,Chauncey,Georgia,,2028,RB,,,,,,,,,
Bowers,Jackson,OSU,,2028,TE,,,,,,,,,
Brezina,Cael,ISU,,2028,LOLB,,,,,,,,,
Brown,Jaylen,SC,,2028,LE,,,,,,,,,
Brown,Wendell,Texas,,2028,RB,,,,,20,,,,
Brown,Jalen,FSU,,2028,WR,,,,,,,,,
Brownfeild,Ben,NIU,,2028,LOLB,55,69,205,,2,Canton,OH,,
Bryan,Za'Bryan,Minn,,2028,CB,,,,,,,,,
Bullock,Evan,LA Tech,,2028,QB,,,,,,,,,
Burley,Vic,Clemson,,2028,DT,,,,,,,,,
Burrell,Aaron,LSU,,2028,K,,,,,,,,,
Burrell,S'Maje,N Texas,,2028,ROLB,,,,,,,,,
Bussey,Terry,TA&M,,2028,WR,,,,,,,,,
Byard,Tawfiq,Colorado,,2028,SS,,,,,,,,,
Bynum,Anthony,M. Tenn St.,,2028,LE,,,,,,,,,
Cabana,Cole,Michigan,,2028,RB,,,,,,,,,
Calhoun,Cameron,Alabama,,2028,CB,,,,,,,,,
Calhoun,Daniel,Georgia,,2028,LG,,,,,,,,,
Callahan,Bo,Wisconsin,,2028,QB,,,,,,,,,
Campbell,Julius,Furman,,2028,LE,,,,,,,,,
Canady,BJ,Cal,,2028,LE,,,,,,,,,
Carlson,Drake,Purdue,,2028,RE,,,,,,,,,
Carter,Avion,TCU,,2028,DT,,,,,,,,,
Carter,DeAndre,Auburn,,2028,RG,,,,,,,,,
Chambliss,Owen,SDSt.,,2028,LOLB,,,,,,,,,
Chapa,Cam,N. Colorado,,2028,FS,,,,,,,,,
Chapman,Zachary,TCU,,2028,RE,,,,,,,,,
Chatman,Jaydon,Texas,,2028,RG,,,,,,,,,
Chester,DJ,LSU,,2028,C,,,,,,,,,
Chisom,Isaiah,UCLA,,2028,MLB,,,,,,,,,
Cleveland,Cash,Colorado,,2028,C,,,,,,,,,
Cole,Chris,Georgia,,2028,MLB,,,,,,,,,
Coleman,Simeon,Cincinnati,,2028,MLB,,,,,,,,,
Collins,Isaiah,Texas Tech,,2028,CB,,,,,,,,,
Condoll,Kyren,Duke,,2028,CB,,,,,,,,,
Conner,Jayvontay,ECU,,2028,TE,,,,,,,,,
Corner,Nas,Akron,,2028,CB,21,72,201,,11,Canton,OH,,
Cousins,Cooper,Penn St.,,2028,C,,,,,,,,,
Covey IV,Frank,NW,,2028,WR,,,,,,,,,
Cozart,Ashton,SMU,,2028,WR,,,,,,,,,
Crawford,Maliki,USC,,2028,CB,,,,,,,,,
Crawford,Isaiah,Texas Tech,,2028,LOLB,,,,,,,,,
Cunningham,Caleb,Ole Miss,,2028,WR,,,,,,,,,
Cure,Linkon,Kansas State,,2028,TE,,,,,,,,,
Daniels,Phillip,Bucks,,2028,LT,,,,,,,,,
Daniels,Cam,Ohio Dom,,2028,ROLB,56,72,201,,,Canton,OH,,
Davidson,Gideon,Clemson,,2028,RB,,,,,,,,,
Davis,Carter,BC,,2028,FS,,,,,,,,,
Davis,Taylor,Kansas,,2028,FS,,,,,,,,,
Davis,Owen,Purdue,,2028,MLB,,,,,,,,,
Davis,Raji,Austin Peay,,2028,RE,55,73,236,,35,Canton,OH,,
Davis,Ethan,Tennesee,,2028,TE,,,,,,,,,
Dazey,Preston,Ohio,,2028,MLB,53,76,247,,44,Massillon ,OH,,
Dellinger,Cole,Mich St.,,2028,C,,,,,,,,,
Donkoh,Anthony,Penn St.,,2028,RT,,,,,,,,,
Duhon,Kyran,OSU,,2028,ROLB,,,,,,,,,
Earls,Shamari,Michigan,,2028,CB,,,,,,,,,
Easter,Shamar,Arkansas,,2028,TE,,,,,,,,,
Echoles,William,Ole Miss,,2028,DT,,,,,,,,,
Echols,Jonathan,USF,,2028,TE,,,,,,,,,
Edmond,Jo'Ziah,Michigan,,2028,CB,,,,,,,,,
Edwards,Chase,UL Laf,,2028,LE,,,,,,,,,
Efobi,Nathan,Michigan,,2028,LG,,,,,,,,,
Engleheart,Kevin,Tex S.,,2028,RE,,,,,,,,,
Epenesa,Iose,Iowa,,2028,DT,,,,,39,,,,
Etta,Enow,Michigan,,2028,DT,,,,,,,,,
Evans,Ondre,Georgia,,2028,CB,,,,,,,,,
Faga,Isaia,Alabama,,2028,DT,,,,,,,,,
Fagan,Daemon,NCSt.,,2028,SS,,,,,,,,,
Faraimo,Madden,Notre Dame,,2028,MLB,,,,,,,,,
Farrell,Pat,Illinois,,2028,RE,,,,,,,,,
Fattig,Nick,Texas Tech,,2028,C,,,,,,,,,
Filsaime,Xavier,Texas,,2028,FS,,,,,,,,,
Finau,Paki,Washington,,2028,C,,,,,,,,,
Flowers,Aaron,Oregon,,2028,FS,,,,,,,,,
Flowers,Keyshawn,Maryland,,2028,ROLB,,,,,,,,,
Formby,Wilkin,Alabama,,2028,RT,,,,,,,,,
Foster,Braylan,Miami (OH),,2028,DT,,,,,,,,,
Franklin,Clifford,Wagner,,2028,WR,,,,,,,,,
Ganter Jr.,Derek,E. Washington,,2028,FS,,,,,,,,,
Garcia,Isaiah,Utah,,2028,LG,,,,,,,,,
Gardner,Dior,BGSU,,2028,DT,,,,,44,Canton,OH,,
Gardner,My'Kell,ASU,,2028,DT,,,,,20,Canton,OH,,
Gates Jr.,Antonio,Mich State,,2028,WR,,,,,35,,,,
Geckler,Marshall,Purdue,,2028,MLB,50,72,220,,60,Massillon ,OH,,
Geis,Micha,Ashland,,2028,RG,68,72,299,,12,Massillon ,OH,,
Ghannam,Layth,V Tech,,2028,LG,,,,,,,,,
Giaquinta,Ty,Liberty,,2028,FB,44,71,201,,25,Canton,OH,,
Gibson,Isaiah,Georgia,,2028,LE,,,,,,,,,
Gilbert,Kendrick,Kentucky,,2028,DT,,,,,,,,,
Gilmore Jr.,Mykel,Morehouse,,2028,MLB,2,71,199,,29,Canton,OH,,
Gipson,Corian,Clemson,,2028,CB,,,,,,,,,
Goosby,Trevor,Texas,,2028,RT,,,,,,,,,
Gracio,Maverick,Pitt,,2028,RE,,,,,,,,,
Graham,Myles,Florida,,2028,MLB,,,,,,,,,
Graham,Mylan,Bucks,,2028,WR,,,,,,,,,
Gramatica,Nico,USF,,2028,K,,,,,50,,,,
Greco,Trajen,Missou,,2028,FS,,,,,,,,,
Green,Adonijah,Louisville,,2028,RE,,,,,,,,,
Green,Trey'Dez,LSU,,2028,TE,,,,,,,,,
